Geneid,Auxin1,Auxin2,Control1,Control2
FBgn0042206,133,202,159,176
FBgn0038018,19,22,20,18
FBgn0038016,1482,1685,1600,1773
FBgn0038014,288,245,226,291
FBgn0038013,256,255,245,266
FBgn0051432,3511,3469,3970,4079
FBgn0038007,1,0,0,0
FBgn0038006,0,0,0,0
FBgn0038005,0,0,0,0
FBgn0011270,4,7,4,1
FBgn0038001,0,0,0,0
FBgn0037999,1473,1793,1660,1793
FBgn0037998,479,500,496,534
FBgn0037996,1,1,2,2
FBgn0038053,1503,1564,2243,2377
FBgn0038054,66,70,152,153
FBgn0038055,505,519,544,634
FBgn0038057,77,74,87,94
FBgn0051354,14387,16547,25527,24023
FBgn0013278,14457,16625,25604,24158
FBgn0013279,14273,16467,25374,23892
FBgn0028374,0,0,2,0
FBgn0038065,1209,1423,1405,1496
FBgn0260444,403,430,433,519
FBgn0042207,116,105,92,109
FBgn0038067,50,36,41,46
FBgn0038068,7,13,4,6
FBgn0038069,2,1,2,2
FBgn0038071,124,171,81,103
FBgn0038072,55,58,45,73
FBgn0038073,6,8,7,8
FBgn0038074,323,317,284,306
FBgn0011745,719,907,840,937
FBgn0038079,10,8,9,14
FBgn0016693,2353,2468,2680,3049
FBgn0038080,440,460,419,516
FBgn0038082,0,2,0,1
FBgn0038084,0,0,0,1
FBgn0038083,6,5,5,14
FBgn0002719,4001,4547,5056,5614
FBgn0002905,1616,1679,1758,1797
FBgn0038078,0,0,0,1
FBgn0051347,1,4,5,7
FBgn0005355,580,688,613,689
FBgn0001296,152,184,260,367
FBgn0038076,9,9,12,11
FBgn0026207,444,453,466,472
FBgn0038070,8,10,9,5
FBgn0005671,1330,1552,1609,1772
FBgn0052865,12895,15101,23742,22640
FBgn0013277,10402,11843,18750,18896
FBgn0038058,275,331,342,339
FBgn0038056,792,881,784,881
FBgn0038051,0,0,0,0
FBgn0038089,0,0,0,1
FBgn0038092,18,19,25,19
FBgn0038090,0,0,0,1
FBgn0038088,29,38,27,21
FBgn0051345,0,0,0,0
FBgn0038095,106,79,110,125
FBgn0038099,38,72,44,77
FBgn0038100,2334,2496,2568,2538
FBgn0051342,2040,2285,2450,2619
FBgn0038106,716,750,695,868
FBgn0038108,3319,3580,3730,3800
FBgn0038109,8,9,4,4
FBgn0002354,1154,1255,1235,1489
FBgn0003308,1499,1509,1542,1639
FBgn0038113,423,465,683,768
FBgn0038114,7,9,3,7
FBgn0001217,213,212,123,115
FBgn0051157,2,1,0,3
FBgn0004666,131,103,166,157
FBgn0038118,91,71,78,92
FBgn0038115,819,1002,1672,1748
FBgn0003450,141,124,174,180
FBgn0038110,1046,1132,1092,1197
FBgn0038107,0,0,0,0
FBgn0038105,386,372,565,583
FBgn0041710,8660,10224,12585,14402
FBgn0038102,57,45,60,57
FBgn0038098,332,322,566,495
FBgn0040493,934,1003,826,927
FBgn0038097,42,45,63,58
FBgn0038122,0,0,0,0
FBgn0038124,0,0,0,0
FBgn0038125,0,0,0,0
FBgn0040551,1304,1645,1551,1820
FBgn0003598,1523,1874,1737,2085
FBgn0038130,66,76,87,95
FBgn0038133,0,0,0,0
FBgn0038135,3,2,1,3
FBgn0038136,4,10,7,3
FBgn0052473,1085,1413,1373,1546
FBgn0038140,0,1,0,2
FBgn0045442,0,0,0,0
FBgn0027610,2968,3886,3699,4385
FBgn0038142,31,29,34,26
FBgn0038144,10,15,12,9
FBgn0038145,1465,1655,2066,2156
FBgn0038148,5,5,16,18
FBgn0041711,1,1,4,5
FBgn0038151,2,0,1,1
FBgn0038150,0,2,0,1
FBgn0038149,782,768,2312,2335
FBgn0040553,7,7,19,22
FBgn0038147,4,3,2,5
FBgn0038146,658,725,994,1012
FBgn0044511,172,242,237,210
FBgn0038143,120,179,224,215
FBgn0023495,2,4,1,2
FBgn0038134,0,0,0,1
FBgn0038132,0,0,0,0
FBgn0038129,826,872,920,1040
FBgn0038128,266,272,281,314
FBgn0000024,404,427,705,711
FBgn0038127,0,0,0,0
FBgn0038126,0,3,5,2
FBgn0038123,0,0,0,0
FBgn0038153,0,0,0,0
FBgn0000046,1868,2010,1591,1682
FBgn0038158,0,0,0,0
FBgn0038159,0,0,0,1
FBgn0051337,24,20,54,69
FBgn0038157,2,1,2,0
FBgn0040554,107,70,92,68
FBgn0004049,648,801,649,628
FBgn0038161,0,0,0,0
FBgn0038163,0,1,0,1
FBgn0015778,1387,1520,1483,1485
FBgn0038167,308,330,294,323
FBgn0024555,1864,1990,1737,1901
FBgn0038170,240,260,234,222
FBgn0002937,4,2,8,5
FBgn0038173,14,16,9,19
FBgn0038179,13,23,8,7
FBgn0038180,9,15,18,11
FBgn0038181,2,2,3,3
FBgn0260464,0,0,0,0
FBgn0038183,131,165,135,167
FBgn0000454,983,1230,777,956
FBgn0051588,8336,9261,9897,10454
FBgn0051331,21442,23875,25575,27074
FBgn0038172,76,76,79,61
FBgn0028487,111,120,123,121
FBgn0038168,2533,2808,2394,2655
FBgn0038166,199,259,183,244
FBgn0038165,23,19,13,20
FBgn0004237,2756,2889,2766,2855
FBgn0010258,115,77,69,82
FBgn0003060,0,0,0,0
FBgn0038160,0,0,0,0
FBgn0000576,8,15,9,22
FBgn0047199,0,0,0,0
FBgn0016672,216,292,199,202
FBgn0015270,342,289,331,289
FBgn0038195,736,862,864,918
FBgn0038196,614,823,661,674
FBgn0038191,1,2,3,4
FBgn0038190,1,0,0,0
FBgn0038189,0,0,0,0
FBgn0038188,0,0,1,0
FBgn0008646,6,6,10,14
FBgn0038186,0,0,0,0
FBgn0051495,182,193,161,197
FBgn0002862,2,4,0,1
FBgn0038197,1492,1677,1985,1981
FBgn0038198,1241,1626,905,1276
FBgn0038203,1,0,0,0
FBgn0038206,812,895,803,832
FBgn0038210,0,1,0,0
FBgn0027083,134,118,117,120
FBgn0038214,3,5,9,11
FBgn0038213,3,6,6,13
FBgn0027563,7,6,19,15
FBgn0053329,206,181,190,227
FBgn0053109,4,8,12,6
FBgn0051326,5,3,5,5
FBgn0038211,24,20,15,21
FBgn0011582,93,79,96,107
FBgn0051327,0,0,0,0
FBgn0051533,0,0,0,0
FBgn0038209,0,0,0,0
FBgn0038208,0,0,0,1
FBgn0038207,0,1,0,0
FBgn0010340,112,139,92,118
FBgn0020510,618,710,633,752
FBgn0038205,22,24,15,24
FBgn0038204,5,3,1,0
FBgn0038202,16,24,19,49
FBgn0038200,0,0,0,0
FBgn0038199,0,2,0,3
FBgn0011971,9999,10695,9649,10266
FBgn0038219,0,1,1,0
FBgn0038221,126,130,136,143
FBgn0004855,464,476,409,471
FBgn0051321,86,67,53,74
FBgn0013767,3,6,1,1
FBgn0011474,582,580,650,623
FBgn0038224,441,578,439,509
FBgn0003480,106,131,104,113
FBgn0038225,1,0,1,0
FBgn0024321,2656,2855,3106,3573
FBgn0038223,1180,1264,966,1168
FBgn0003567,433,426,385,394
FBgn0038218,27,20,24,31
FBgn0038217,3,5,5,10
FBgn0038234,139,147,84,129
FBgn0038236,0,0,0,0
FBgn0038239,0,0,1,0
FBgn0038240,1,1,0,0
FBgn0038242,0,0,0,0
FBgn0020299,37,38,41,36
FBgn0038246,1,0,2,1
FBgn0013981,1015,1241,1128,1088
FBgn0038247,15,10,8,4
FBgn0038250,268,397,375,368
FBgn0038251,533,470,593,601
FBgn0038252,2,0,2,1
FBgn0025808,277,287,270,260
FBgn0038248,163,184,151,186
FBgn0003169,810,914,831,928
FBgn0038244,1251,1375,1325,1476
FBgn0004629,1083,1475,1965,2501
FBgn0038243,52,63,108,158
FBgn0051313,9,7,30,39
FBgn0038241,3,2,4,1
FBgn0038238,0,0,0,0
FBgn0038237,1495,1417,2365,2426
FBgn0038235,37,67,34,51
FBgn0038233,66,78,68,80
FBgn0038260,750,840,1128,1245
FBgn0038261,538,346,1761,1427
FBgn0038262,111,119,407,429
FBgn0038266,0,0,0,0
FBgn0038268,119,151,121,134
FBgn0067628,134,149,124,140
FBgn0067629,70,83,62,69
FBgn0038271,984,1138,994,1092
FBgn0038273,74,55,61,57
FBgn0038275,274,310,284,291
FBgn0038279,16,11,7,0
FBgn0028662,1146,1269,1116,1285
FBgn0038277,51,44,33,53
FBgn0038274,485,528,489,507
FBgn0038272,309,373,272,345
FBgn0004597,146,174,140,205
FBgn0038269,315,371,369,374
FBgn0038258,7,7,3,4
FBgn0038257,3,7,9,12
FBgn0011217,2593,2967,2365,2770
FBgn0038256,1964,2305,2370,2613
FBgn0038280,0,0,0,0
FBgn0038281,0,1,0,1
FBgn0038291,195,175,236,264
FBgn0038292,9,8,3,7
FBgn0038296,195,233,129,160
FBgn0038294,8,10,7,9
FBgn0038290,518,513,641,714
FBgn0038286,4465,4466,4260,4850
FBgn0038285,73,64,75,64
FBgn0038300,528,549,466,551
FBgn0038302,190,232,124,144
FBgn0038304,381,442,352,369
FBgn0038307,186,229,168,197
FBgn0014879,610,694,515,502
FBgn0016691,231,253,241,255
FBgn0038312,249,237,218,203
FBgn0038313,280,293,280,273
FBgn0004117,2,8,8,16
FBgn0038315,2,1,0,4
FBgn0026441,493,552,491,531
FBgn0000533,10,8,11,4
FBgn0038319,221,255,212,239
FBgn0038320,1019,1107,888,1039
FBgn0021750,380,402,331,415
FBgn0051301,347,433,301,321
FBgn0038324,158,166,124,133
FBgn0038326,520,590,354,424
FBgn0038327,109,128,78,73
FBgn0038331,561,630,508,578
FBgn0041188,1762,1950,1609,1705
FBgn0038339,26,33,27,36
FBgn0038337,109,117,178,202
FBgn0038334,0,0,0,0
FBgn0038332,155,171,139,169
FBgn0038330,118,135,38,41
FBgn0026737,235,279,150,204
FBgn0026634,440,474,423,444
FBgn0038325,413,431,344,409
FBgn0019925,415,490,324,436
FBgn0038321,1424,1697,1331,1511
FBgn0013269,914,975,790,840
FBgn0038318,723,711,606,614
FBgn0038316,289,327,266,284
FBgn0011476,99,121,97,89
FBgn0027378,327,327,244,298
FBgn0000283,1056,1050,949,958
FBgn0038311,18,18,23,27
FBgn0038309,22,22,4,12
FBgn0045035,677,724,698,689
FBgn0038306,471,527,448,498
FBgn0051344,967,937,969,914
FBgn0051155,247,225,242,225
FBgn0038303,299,301,295,299
FBgn0038301,290,403,272,305
FBgn0038299,441,473,198,208
FBgn0028984,4756,5109,4060,4392
FBgn0000047,1279,1356,1023,1114
FBgn0038342,4,9,11,9
FBgn0019940,2,2,7,2
FBgn0038344,901,1082,733,883
FBgn0038345,3,5,1,3
FBgn0038350,6,6,6,5
FBgn0038349,624,593,1182,1056
FBgn0038348,8,14,11,18
FBgn0051296,58,51,36,30
FBgn0038343,1,0,0,0
FBgn0053207,3266,3509,2714,3524
FBgn0051446,0,0,1,1
FBgn0038353,1164,1377,1348,1462
FBgn0038354,2,3,4,1
FBgn0038355,1,1,0,0
FBgn0038356,0,0,0,0
FBgn0038358,0,0,0,0
FBgn0038359,0,0,0,0
FBgn0038360,255,291,235,285
FBgn0038361,67,63,63,68
FBgn0038363,195,217,157,169
FBgn0038365,374,455,359,423
FBgn0026616,1951,2024,2674,2629
FBgn0038366,57,103,68,115
FBgn0038369,314,365,306,350
FBgn0003483,500,561,310,346
FBgn0038373,25,11,5,1
FBgn0038377,0,0,0,0
FBgn0051183,1257,1652,1077,1474
FBgn0038376,1375,1483,1177,1407
FBgn0038371,109,121,104,104
FBgn0017567,247,245,216,266
FBgn0003227,222,204,206,202
FBgn0000246,60,44,46,45
FBgn0038357,0,0,0,0
FBgn0051294,5,2,0,2
FBgn0051292,349,488,775,873
FBgn0038381,359,501,803,900
FBgn0038385,46,45,33,30
FBgn0038387,261,341,235,269
FBgn0013334,700,770,515,526
FBgn0038389,134,146,106,118
FBgn0038390,314,304,284,251
FBgn0022787,3216,3280,3196,3513
FBgn0038391,68,56,61,76
FBgn0003117,5183,4846,5198,5527
FBgn0038394,17,16,8,9
FBgn0038396,145,182,175,145
FBgn0027948,1788,1915,1429,1597
FBgn0038398,0,0,0,0
FBgn0010379,1066,1084,1097,1172
FBgn0052855,39,28,31,31
FBgn0038397,3,3,3,2
FBgn0024222,316,282,276,302
FBgn0038395,86,70,79,94
FBgn0002783,904,895,799,809
FBgn0052856,107,132,73,107
FBgn0038388,441,488,380,456
FBgn0051088,0,0,0,0
FBgn0038386,61,57,58,65
FBgn0027657,2691,3038,3396,3644
FBgn0038380,0,1,0,1
FBgn0003319,20,15,14,14
FBgn0038401,615,673,658,734
FBgn0063649,5347,5723,5221,5214
FBgn0038404,67,66,47,50
FBgn0051287,8,9,5,5
FBgn0040071,3384,3571,2862,3080
FBgn0020407,118,93,94,93
FBgn0020399,33,33,24,26
FBgn0038412,41,29,18,13
FBgn0011858,8135,9159,9934,10490
FBgn0012011,2681,2962,3159,3744
FBgn0038414,1,4,4,4
FBgn0038415,2,0,3,2
FBgn0038416,1,0,3,9
FBgn0040271,1267,1495,2036,2052
FBgn0038407,2143,2691,2255,2692
FBgn0024491,2989,6139,2783,5544
FBgn0038402,1,0,0,0
FBgn0038400,1084,1307,963,1115
FBgn0038418,522,553,602,525
FBgn0027095,873,1041,775,832
FBgn0051279,182,164,277,293
FBgn0051282,11696,13747,14699,15701
FBgn0038424,521,617,395,499
FBgn0038425,132,121,76,108
FBgn0038429,213,236,217,215
FBgn0038431,10,2,3,7
FBgn0038432,344,385,283,305
FBgn0027053,373,446,311,360
FBgn0038435,8,11,6,10
FBgn0038436,11,12,1,6
FBgn0038445,3,1,1,2
FBgn0038446,522,628,370,492
FBgn0028381,0,0,0,0
FBgn0038439,4,3,3,1
FBgn0038438,636,715,656,702
FBgn0038437,125,135,96,102
FBgn0044826,2461,2607,2462,2748
FBgn0038428,599,673,510,581
FBgn0038426,43,60,50,42
FBgn0051497,5022,5989,6235,6637
FBgn0003513,41,46,46,55
FBgn0038423,0,0,0,0
FBgn0038422,7,11,1,13
FBgn0038421,408,442,415,370
FBgn0038420,423,541,504,449
FBgn0038419,2906,3074,1963,2054
FBgn0038447,1,1,0,0
FBgn0027109,0,0,0,1
FBgn0038449,0,1,0,0
FBgn0038450,0,0,0,0
FBgn0038451,0,0,0,0
FBgn0015520,619,667,621,723
FBgn0038453,564,610,571,590
FBgn0015019,1263,1467,1434,1668
FBgn0015230,0,0,0,0
FBgn0020556,0,1,1,1
FBgn0063261,0,0,0,0
FBgn0003944,18,19,10,5
FBgn0051217,76,70,58,47
FBgn0038455,2585,2861,2631,3011
FBgn0015351,796,773,1003,934
FBgn0038454,183,223,199,241
FBgn0038452,0,1,0,1
FBgn0022344,295,376,388,406
FBgn0027562,1,3,0,1
FBgn0020907,121,121,120,110
FBgn0038458,0,0,0,0
FBgn0043069,580,709,453,522
FBgn0038463,1210,1254,1066,1307
FBgn0038465,4836,5100,5100,6067
FBgn0038466,71,98,44,66
FBgn0038467,1110,1296,1105,1215
FBgn0038462,834,920,811,929
FBgn0038461,978,1171,940,1094
FBgn0038460,2959,3571,3106,4017
FBgn0015011,269,311,360,406
FBgn0015008,3,1,8,1
FBgn0000015,214,214,183,196
FBgn0000014,36,26,33,33
FBgn0038468,1,0,0,1
FBgn0051268,1,1,2,2
FBgn0038471,326,325,277,323
FBgn0038476,689,615,664,634
FBgn0038478,656,772,662,737
FBgn0051269,3,2,1,2
FBgn0051265,5,1,2,3
FBgn0051267,0,1,1,0
FBgn0038484,43,61,56,61
FBgn0038485,2,0,0,2
FBgn0038486,1,2,1,1
FBgn0038490,158,197,162,155
FBgn0038491,513,517,462,457
FBgn0038494,21,29,16,13
FBgn0051262,0,0,1,0
FBgn0038492,1,0,0,1
FBgn0038488,483,615,549,650
FBgn0038487,5,4,4,0
FBgn0038482,0,0,0,0
FBgn0038481,1,0,1,1
FBgn0038479,0,0,0,0
FBgn0038475,1767,1871,1848,2263
FBgn0038473,362,391,440,465
FBgn0038472,978,1063,853,915
FBgn0038470,479,535,415,477
FBgn0038469,67,66,32,34
FBgn0051418,0,0,0,0
FBgn0051419,0,0,0,0
FBgn0028992,231,260,245,261
FBgn0038505,0,0,0,2
FBgn0038506,1,0,0,0
FBgn0038507,1,1,1,2
FBgn0038508,0,0,0,0
FBgn0053333,0,0,0,0
FBgn0038511,5,2,7,6
FBgn0038512,0,0,0,0
FBgn0000564,1,0,1,0
FBgn0038510,0,0,1,0
FBgn0038509,0,0,0,0
FBgn0038504,1529,1599,1884,1757
FBgn0038499,349,324,361,371
FBgn0038498,8,3,2,6
FBgn0038516,563,674,737,917
FBgn0025571,840,899,957,1056
FBgn0038523,0,0,1,0
FBgn0003375,0,0,0,0
FBgn0038524,650,572,451,514
FBgn0038525,1,2,5,2
FBgn0038526,2,2,2,2
FBgn0012002,2845,2831,3511,3695
FBgn0038528,0,2,1,1
FBgn0051570,7012,8057,8702,9121
FBgn0011945,8134,9198,9683,10731
FBgn0038530,6,9,10,10
FBgn0038531,1,0,1,2
FBgn0051573,8222,9134,9715,10727
FBgn0051578,8233,9188,9669,10742
FBgn0051579,6899,7847,8696,8914
FBgn0051577,5200,6053,6799,6750
FBgn0038532,334,365,353,345
FBgn0051576,6156,7024,7797,8092
FBgn0000063,199,210,208,219
FBgn0038536,203,216,218,219
FBgn0051360,221,231,189,162
FBgn0051249,343,348,294,346
FBgn0051251,150,138,133,149
FBgn0038533,303,312,327,392
FBgn0051575,7119,8077,9055,9380
FBgn0051580,7513,8627,9489,10053
FBgn0051568,6911,7957,8798,9132
FBgn0051569,7682,8700,9524,10185
FBgn0051591,2642,2960,3089,3697
FBgn0011994,5061,5967,6383,6878
FBgn0011993,4557,5451,5736,6215
FBgn0038529,0,0,0,1
FBgn0011840,7095,8228,8856,9230
FBgn0038527,0,0,0,1
FBgn0011944,12702,14176,14968,16718
FBgn0004554,2,0,0,2
FBgn0038519,323,318,314,347
FBgn0010926,456,518,559,590
FBgn0038515,519,519,531,597
FBgn0016650,12,12,15,19
FBgn0038540,1,0,0,0
FBgn0038541,1,1,1,0
FBgn0038545,196,219,207,231
FBgn0038558,0,0,0,1
FBgn0038552,829,958,772,907
FBgn0038551,465,507,421,500
FBgn0038550,8,15,13,12
FBgn0038549,199,211,157,164
FBgn0038548,203,185,167,157
FBgn0038546,583,711,576,672
FBgn0038542,7,15,15,12
FBgn0038539,0,6,3,3
FBgn0000477,12,11,10,8
FBgn0038564,114,126,118,134
FBgn0038565,33,32,36,27
FBgn0038566,0,0,0,0
FBgn0003499,381,492,359,343
FBgn0051242,6934,8135,7758,8356
FBgn0051518,7108,8265,7841,8521
FBgn0038567,0,0,0,0
FBgn0038568,0,0,0,0
FBgn0010389,96,76,66,58
FBgn0022943,233,251,200,186
FBgn0042693,1311,1362,1304,1345
FBgn0038576,295,312,295,332
FBgn0038578,471,513,405,500
FBgn0028499,357,440,254,334
FBgn0038581,4,4,1,1
FBgn0038582,108,158,104,117
FBgn0038585,301,372,331,322
FBgn0011701,194,206,229,198
FBgn0020238,3942,4412,3810,3880
FBgn0038589,126,125,82,109
FBgn0038592,42,44,30,39
FBgn0026250,305,336,330,326
FBgn0038597,348,353,357,367
FBgn0024432,1078,1243,827,963
FBgn0038607,0,0,0,0
FBgn0038609,281,258,250,265
FBgn0040569,0,0,0,0
FBgn0038611,63,65,37,31
FBgn0038610,24,29,8,13
FBgn0038608,66,38,63,52
FBgn0038606,4,2,0,5
FBgn0038603,299,434,196,231
FBgn0038602,0,0,2,0
FBgn0038601,153,185,159,188
FBgn0010877,1560,1764,1611,1763
FBgn0038598,589,553,567,563
FBgn0038596,1,2,1,0
FBgn0038595,42,41,50,46
FBgn0038593,466,531,454,466
FBgn0038590,357,372,278,395
FBgn0038588,402,447,359,389
FBgn0038586,248,249,191,232
FBgn0038584,380,482,378,453
FBgn0038583,117,125,101,129
FBgn0011481,1108,1177,1080,1085
FBgn0038579,23,35,18,25
FBgn0038577,249,322,224,289
FBgn0038569,481,524,495,560
FBgn0038612,7,2,5,2
FBgn0038619,152,141,113,130
FBgn0038626,1,0,1,4
FBgn0038627,74,55,56,68
FBgn0038630,0,1,0,0
FBgn0023083,721,737,626,696
FBgn0038629,25,25,25,23
FBgn0004652,7065,7287,7058,7709
FBgn0051122,756,932,793,742
FBgn0038621,257,229,187,205
FBgn0038617,273,333,249,304
FBgn0028670,6970,7442,6984,8170
FBgn0038613,65,51,32,48
FBgn0044871,388,465,389,448
FBgn0051231,173,163,151,156
FBgn0051229,111,130,99,130
FBgn0038638,288,288,271,240
FBgn0051230,7,7,9,9
FBgn0038640,146,149,139,152
FBgn0038641,3,2,0,0
FBgn0051226,0,0,0,0
FBgn0038653,35,37,54,50
FBgn0038652,367,430,252,301
FBgn0038649,221,235,221,277
FBgn0024329,5593,6061,6125,6823
FBgn0038646,2,9,8,3
FBgn0038645,17,15,8,7
FBgn0038642,1,0,0,0
FBgn0038632,7,6,2,2
FBgn0051228,12515,13909,14730,16364
FBgn0038631,0,0,0,0
FBgn0038654,15,8,3,3
FBgn0038655,0,0,0,0
FBgn0003248,0,0,0,0
FBgn0038659,1200,1384,1194,1257
FBgn0022338,770,677,457,408
FBgn0038673,146,165,156,159
FBgn0038674,34,31,30,28
FBgn0027785,305,281,254,333
FBgn0015781,111,117,130,153
FBgn0038675,233,208,203,209
FBgn0038676,10,14,9,9
FBgn0004876,1882,2097,1758,1796
FBgn0027784,201,213,198,213
FBgn0038672,145,198,172,194
FBgn0038666,142,147,117,125
FBgn0038665,34,17,19,20
FBgn0038662,270,303,342,366
FBgn0038660,763,981,953,1194
FBgn0038658,1,0,1,3
FBgn0038656,0,0,0,0
FBgn0016120,645,691,641,658
FBgn0038679,460,452,301,258
FBgn0038680,135,157,73,103
FBgn0038681,379,451,585,569
FBgn0002962,52,46,25,39
FBgn0010768,1983,2082,2632,2884
FBgn0038685,0,2,2,3
FBgn0051475,74,81,44,62
FBgn0025680,0,1,1,0
FBgn0038692,561,651,558,678
FBgn0038695,15,13,10,9
FBgn0000463,616,744,626,709
FBgn0038694,0,0,0,0
FBgn0038693,1021,1001,958,1002
FBgn0038691,3,7,5,5
FBgn0038690,3,5,6,5
FBgn0038686,278,357,265,305
FBgn0038678,100,123,115,132
FBgn0038700,1,0,2,0
FBgn0038701,0,0,1,0
FBgn0038702,0,0,0,0
FBgn0038704,484,546,458,428
FBgn0038705,7,8,5,3
FBgn0038709,0,0,0,0
FBgn0038708,4,1,2,0
FBgn0038706,0,0,1,0
FBgn0051244,55,43,37,56
FBgn0051245,23,31,21,19
FBgn0051404,22,18,23,17
FBgn0038697,17,20,15,19
FBgn0038715,0,1,0,1
FBgn0038716,33,42,34,28
FBgn0038718,0,2,0,1
FBgn0038719,1,4,0,0
FBgn0038722,498,506,481,519
FBgn0051220,3,4,7,5
FBgn0051219,13,9,18,18
FBgn0003011,2,1,0,2
FBgn0038727,6,5,10,6
FBgn0051216,636,755,902,965
FBgn0038732,0,0,1,1
FBgn0038733,1,5,2,8
FBgn0038734,10,4,1,1
FBgn0012004,7780,8139,9272,9867
FBgn0051215,6605,7543,8321,8699
FBgn0051471,11885,13999,14853,15953
FBgn0038731,0,0,3,0
FBgn0038730,0,0,3,0
FBgn0012003,9446,9796,11293,12062
FBgn0038725,6,7,4,3
FBgn0038723,312,343,325,317
FBgn0038721,1671,1956,1780,1915
FBgn0038720,679,849,800,1049
FBgn0051459,0,0,0,0
FBgn0038735,194,200,182,186
FBgn0038737,280,308,254,305
FBgn0038739,153,151,132,161
FBgn0038742,246,275,222,245
FBgn0014006,769,740,699,785
FBgn0038744,1685,2036,1546,1930
FBgn0038747,2334,2534,2566,2877
FBgn0038751,0,3,4,2
FBgn0038756,3,0,6,8
FBgn0051213,0,1,1,1
FBgn0038760,306,358,274,279
FBgn0038766,104,105,93,96
FBgn0038768,361,398,389,369
FBgn0038772,460,613,485,521
FBgn0038771,289,301,293,324
FBgn0040571,49,51,39,49
FBgn0038769,525,626,525,605
FBgn0038767,191,204,170,187
FBgn0038765,99,100,117,118
FBgn0038763,455,443,398,475
FBgn0038761,1,1,0,0
FBgn0038755,2292,2511,2175,2734
FBgn0021776,32,24,45,37
FBgn0038753,6,5,4,3
FBgn0038752,9,5,1,5
FBgn0038750,0,0,0,0
FBgn0038749,0,0,0,0
FBgn0038746,536,625,535,629
FBgn0038745,626,716,580,685
FBgn0002940,1,1,1,1
FBgn0038741,349,335,371,300
FBgn0038740,81,95,99,97
FBgn0038738,732,853,653,790
FBgn0038773,0,0,0,0
FBgn0045471,0,0,0,0
FBgn0038774,0,1,0,1
FBgn0038775,0,0,0,0
FBgn0051206,0,0,0,0
FBgn0003249,0,1,0,0
FBgn0038788,429,457,453,485
FBgn0038789,5,8,27,26
FBgn0038790,0,0,0,0
FBgn0038796,14,14,19,13
FBgn0038798,0,0,0,0
FBgn0038799,3,5,8,3
FBgn0002869,0,0,0,0
FBgn0038797,0,0,0,0
FBgn0038795,0,0,0,1
FBgn0038787,663,740,726,813
FBgn0038784,8,14,12,8
FBgn0038783,5,4,2,3
FBgn0053192,0,1,0,1
FBgn0043457,314,326,297,344
FBgn0038803,695,784,618,609
FBgn0038806,199,230,182,210
FBgn0038808,469,535,416,491
FBgn0038810,473,550,408,436
FBgn0023097,947,1033,937,942
FBgn0038815,268,249,178,228
FBgn0001169,819,797,676,747
FBgn0038816,461,443,371,418
FBgn0038819,0,0,0,0
FBgn0051205,0,1,0,0
FBgn0004107,605,520,569,466
FBgn0051200,0,0,0,0
FBgn0051199,1,5,0,0
FBgn0038821,1,2,1,0
FBgn0024944,129,169,81,70
FBgn0038820,5,5,1,1
FBgn0038818,54,66,50,49
FBgn0028422,2,1,2,5
FBgn0051201,0,0,0,1
FBgn0015279,862,857,838,853
FBgn0038814,5,7,4,4
FBgn0051506,2751,3361,2901,3147
FBgn0038811,246,267,220,272
FBgn0014029,1251,1467,1110,1272
FBgn0038809,1078,1306,869,923
FBgn0023212,430,548,381,387
FBgn0038805,273,345,259,282
FBgn0038804,212,324,114,181
FBgn0040575,42,49,38,36
FBgn0038826,4062,4270,3627,3973
FBgn0019936,1585,1657,1407,1562
FBgn0051223,243,272,212,241
FBgn0053094,1128,1365,989,1142
FBgn0038832,1034,967,904,904
FBgn0038833,2,1,0,0
FBgn0038834,445,530,463,490
FBgn0028396,7,6,5,13
FBgn0044812,2,3,1,3
FBgn0038838,0,1,0,1
FBgn0044809,0,0,1,1
FBgn0051480,4961,5268,5869,6449
FBgn0051334,5238,5513,6160,6744
FBgn0051333,5112,5427,6027,6579
FBgn0038840,8,20,13,5
FBgn0038842,2880,3357,3022,3311
FBgn0051191,51,51,51,82
FBgn0044810,0,0,0,0
FBgn0038839,1,0,2,1
FBgn0038837,2,6,2,1
FBgn0027493,2641,2921,2167,2350
FBgn0038830,98,116,109,111
FBgn0038829,476,583,401,475
FBgn0038828,124,122,60,63
FBgn0038827,267,287,235,251
FBgn0046689,4,4,3,4
FBgn0051195,1541,1637,1439,1646
FBgn0013995,78,79,189,211
FBgn0038846,21,21,120,140
FBgn0026056,155,204,179,174
FBgn0038847,10,10,9,13
FBgn0038851,17,14,9,14
FBgn0038855,721,836,648,636
FBgn0028468,245,275,243,298
FBgn0015790,1357,1649,1194,1322
FBgn0010770,428,469,413,412
FBgn0038858,175,192,129,158
FBgn0038860,170,230,183,197
FBgn0038862,679,742,583,633
FBgn0038866,42,56,34,38
FBgn0038865,2310,2494,2667,3203
FBgn0038861,115,150,87,98
FBgn0038859,0,1,0,0
FBgn0038857,290,366,270,280
FBgn0038854,1196,1446,920,1055
FBgn0038853,2706,2822,2174,2500
FBgn0038852,12,8,8,15
FBgn0003257,656,738,701,755
FBgn0025865,1167,1273,1015,1084
FBgn0038850,66,74,65,72
FBgn0038849,21,17,24,28
FBgn0051207,6,4,7,4
FBgn0051189,1,2,0,1
FBgn0013812,8,8,4,5
FBgn0046763,4580,4983,4789,5464
FBgn0038845,9,7,31,36
