Geneid,CHD1fem1,CHD1fem2,OREfem1,OREfem2
FBgn0038339,4,2,25,26
FBgn0038337,97,53,128,66
FBgn0038334,10,8,22,25
FBgn0038332,6,12,44,30
FBgn0038330,72,42,200,150
FBgn0026737,16,16,35,28
FBgn0026634,62,34,107,146
FBgn0038325,134,85,252,200
FBgn0019925,237,170,657,452
FBgn0038321,92,74,141,137
FBgn0013269,48,20,141,60
FBgn0038318,80,52,132,116
FBgn0038316,92,57,193,164
FBgn0011476,0,0,0,4
FBgn0027378,39,28,130,88
FBgn0000283,519,292,1083,849
FBgn0038311,10,6,24,10
FBgn0038309,20,21,55,79
FBgn0045035,101,76,327,317
FBgn0038306,17,17,94,46
FBgn0051344,107,73,224,141
FBgn0051155,18,4,36,41
FBgn0038303,162,78,307,289
FBgn0038301,263,183,170,112
FBgn0038299,94,306,617,940
FBgn0028984,185,177,426,354
FBgn0000047,34,8,10,8
FBgn0038342,0,0,4,6
FBgn0019940,943,612,2782,1929
FBgn0038344,197,162,374,314
FBgn0038345,0,0,0,0
FBgn0038350,12,14,20,30
FBgn0038349,581,320,1175,1257
FBgn0038348,6,6,9,25
FBgn0051296,2,0,16,6
FBgn0038343,20,14,68,50
FBgn0053207,142,67,315,191
FBgn0051446,0,0,0,2
FBgn0038353,4,4,0,0
FBgn0038354,28,12,26,16
FBgn0038355,0,0,0,0
FBgn0038356,0,0,0,0
FBgn0038358,0,0,13,27
FBgn0038359,0,0,0,0
FBgn0038360,54,40,147,160
FBgn0038361,0,0,6,6
FBgn0038363,20,10,61,26
FBgn0038365,10,6,28,28
FBgn0026616,426,246,1183,738
FBgn0038366,38,27,55,53
FBgn0038369,24,7,68,49
FBgn0003483,14,17,60,47
FBgn0038373,19,10,25,22
FBgn0038377,8,0,8,10
FBgn0051183,309,251,504,517
FBgn0038376,182,137,422,278
FBgn0038371,4,14,18,16
FBgn0017567,236,146,571,372
FBgn0003227,4,4,29,26
FBgn0000246,18,11,62,52
FBgn0038357,0,0,0,0
FBgn0051294,0,0,0,0
FBgn0051292,0,0,0,0
FBgn0038381,20,20,31,28
FBgn0038385,42,45,86,76
FBgn0038387,30,24,76,50
FBgn0013334,2517,1355,6658,5019
FBgn0038389,21,6,30,34
FBgn0038390,13,0,22,12
FBgn0022787,659,465,1632,1161
FBgn0038391,2,0,1,0
FBgn0003117,4,10,26,14
FBgn0038394,0,0,4,3
FBgn0038396,14,6,16,24
FBgn0027948,1101,720,2603,2089
FBgn0038398,131,87,295,187
FBgn0010379,361,206,1171,1038
FBgn0052855,66,48,227,130
FBgn0038397,286,163,597,582
FBgn0024222,37,14,151,113
FBgn0038395,12,4,30,14
FBgn0002783,303,161,642,508
FBgn0052856,8,2,27,14
FBgn0038388,119,76,242,192
FBgn0051088,0,0,0,0
FBgn0038386,0,0,0,0
FBgn0027657,335,310,664,578
FBgn0038380,2,2,19,12
FBgn0003319,4,6,43,41
FBgn0038401,38,20,142,92
FBgn0063649,133,57,322,244
FBgn0038404,13,20,37,16
FBgn0051287,0,0,8,4
FBgn0040071,586,312,1222,778
FBgn0020407,34,20,122,74
FBgn0020399,0,4,6,6
FBgn0038412,81,51,99,28
FBgn0011858,0,0,0,0
FBgn0012011,0,0,0,0
FBgn0038414,24,8,64,45
FBgn0038415,8,14,55,58
FBgn0038416,38,22,51,75
FBgn0040271,398,209,974,703
FBgn0038407,149,101,329,238
FBgn0024491,80,45,255,200
FBgn0038402,4,2,25,14
FBgn0038400,320,241,1069,841
FBgn0038418,55,34,146,118
FBgn0027095,52,46,159,144
FBgn0051279,0,0,2,0
FBgn0051282,0,0,0,0
FBgn0038424,88,39,190,165
FBgn0038425,12,10,38,34
FBgn0038429,20,18,86,70
FBgn0038431,0,2,0,0
FBgn0038432,72,42,171,136
FBgn0027053,53,20,100,86
FBgn0038435,0,0,2,0
FBgn0038436,2,0,2,2
FBgn0038445,2,2,4,4
FBgn0038446,6,2,16,14
FBgn0028381,4,0,2,0
FBgn0038439,22,10,46,52
FBgn0038438,85,57,169,129
FBgn0038437,18,18,16,21
FBgn0044826,419,276,1032,714
FBgn0038428,36,32,116,99
FBgn0038426,20,8,58,26
FBgn0051497,0,0,0,0
FBgn0003513,106,76,168,199
FBgn0038423,0,0,4,0
FBgn0038422,175,73,257,149
FBgn0038421,6,8,37,18
FBgn0038420,151,86,291,209
FBgn0038419,12,6,43,20
FBgn0038447,51,11,57,79
FBgn0027109,28,23,94,66
FBgn0038449,0,0,0,0
FBgn0038450,0,0,0,0
FBgn0038451,0,0,0,0
FBgn0015520,126,53,228,257
FBgn0038453,85,38,201,149
FBgn0015019,286,184,803,1089
FBgn0015230,0,0,0,0
FBgn0020556,0,0,0,0
FBgn0063261,0,0,0,0
FBgn0003944,1,0,2,2
FBgn0051217,219,161,426,430
FBgn0038455,25,6,63,35
FBgn0015351,8,10,24,66
FBgn0038454,16,6,58,32
FBgn0038452,0,1,0,4
FBgn0022344,45,24,128,124
FBgn0027562,330,173,1024,455
FBgn0020907,171,85,347,300
FBgn0038458,0,0,0,0
FBgn0043069,0,0,0,3
FBgn0038463,163,98,298,239
FBgn0038465,581,942,2282,1910
FBgn0038466,27,7,81,111
FBgn0038467,235,206,967,1108
FBgn0038462,26,18,40,46
FBgn0038461,17,10,45,37
FBgn0038460,50,25,116,105
FBgn0015011,39,18,116,85
FBgn0015008,0,0,0,0
FBgn0000015,0,0,2,0
FBgn0000014,0,0,0,0
FBgn0038468,0,0,0,0
FBgn0051268,2,0,0,0
FBgn0038471,24,12,64,62
FBgn0038476,172,117,343,234
FBgn0038478,83,52,309,241
FBgn0051269,0,0,0,0
FBgn0051265,0,0,0,0
FBgn0051267,0,0,0,0
FBgn0038484,0,0,0,0
FBgn0038485,0,0,0,0
FBgn0038486,0,0,0,0
FBgn0038490,12,16,18,10
FBgn0038491,32,14,76,52
FBgn0038494,116,69,201,145
FBgn0051262,2,2,0,0
FBgn0038492,1,8,2,2
FBgn0038488,176,84,413,350
FBgn0038487,6,0,10,10
FBgn0038482,0,0,0,0
FBgn0038481,0,0,0,0
FBgn0038479,0,0,0,0
FBgn0038475,135,77,381,238
FBgn0038473,59,39,193,95
FBgn0038472,21,12,61,41
FBgn0038470,2,0,26,28
FBgn0038469,0,0,0,0
FBgn0051418,0,0,0,0
FBgn0051419,0,0,0,0
FBgn0028992,26,25,80,70
FBgn0038505,0,0,0,0
FBgn0038506,0,0,0,0
FBgn0038507,0,0,0,0
FBgn0038508,2,0,0,0
FBgn0053333,0,0,0,0
FBgn0038511,0,0,12,2
FBgn0038512,0,0,0,2
FBgn0000564,0,4,0,0
FBgn0038510,2,0,10,5
FBgn0038509,0,0,0,0
FBgn0038504,483,296,1395,1056
FBgn0038499,77,59,241,181
FBgn0038498,173,106,405,336
FBgn0038516,0,0,0,0
FBgn0025571,686,342,1068,842
FBgn0038523,2,0,0,0
FBgn0003375,0,0,0,0
FBgn0038524,61,54,135,114
FBgn0038525,0,2,2,2
FBgn0038526,2,0,4,4
FBgn0012002,0,0,0,0
FBgn0038528,0,0,0,0
FBgn0051570,0,0,0,0
FBgn0011945,0,0,0,0
FBgn0038530,34,105,2,0
FBgn0038531,2,0,0,0
FBgn0051573,0,0,0,0
FBgn0051578,0,0,0,0
FBgn0051579,0,0,0,0
FBgn0051577,0,0,2,1
FBgn0038532,177,78,390,304
FBgn0051576,0,0,0,0
FBgn0000063,4,12,48,34
FBgn0038536,6,6,45,32
FBgn0051360,3,8,17,29
FBgn0051249,40,18,84,50
FBgn0051251,8,2,22,16
FBgn0038533,43,42,84,50
FBgn0051575,1,0,0,0
FBgn0051580,0,0,0,0
FBgn0051568,1,2,0,0
FBgn0051569,0,0,0,0
FBgn0051591,0,0,0,0
FBgn0011994,0,0,0,0
FBgn0011993,0,0,0,0
FBgn0038529,0,0,0,0
FBgn0011840,0,0,0,0
FBgn0038527,0,0,0,0
FBgn0011944,0,0,0,0
FBgn0004554,0,0,10,8
FBgn0038519,104,72,494,367
FBgn0010926,47,16,143,109
FBgn0038515,151,78,321,279
FBgn0016650,178,69,298,240
FBgn0038540,11,4,22,21
FBgn0038541,20,8,37,41
FBgn0038545,8,11,50,50
FBgn0038558,6,6,46,22
FBgn0038552,105,82,293,269
FBgn0038551,50,34,81,98
FBgn0038550,2,0,0,0
FBgn0038549,28,10,74,76
FBgn0038548,42,30,78,85
FBgn0038546,75,60,288,230
FBgn0038542,66,30,288,294
FBgn0038539,0,0,2,0
FBgn0000477,193,148,252,161
FBgn0038564,36,19,102,105
FBgn0038565,0,2,18,18
FBgn0038566,2,0,4,0
FBgn0003499,162,100,801,433
FBgn0051242,0,0,0,0
FBgn0051518,0,0,0,0
FBgn0038567,0,0,0,0
FBgn0038568,0,0,0,0
FBgn0010389,119,64,295,286
FBgn0022943,17,10,55,63
FBgn0042693,1089,644,2231,1941
FBgn0038576,52,26,128,62
FBgn0038578,52,26,86,100
FBgn0028499,86,45,190,110
FBgn0038581,60,24,136,128
FBgn0038582,16,4,20,13
FBgn0038585,32,12,67,58
FBgn0011701,382,214,525,263
FBgn0020238,1599,918,4734,3433
FBgn0038589,0,0,0,0
FBgn0038592,6,0,30,24
FBgn0026250,563,266,1409,968
FBgn0038597,26,32,174,81
FBgn0024432,62,36,213,107
FBgn0038607,8,0,11,8
FBgn0038609,24,4,43,18
FBgn0040569,0,0,0,0
FBgn0038611,0,2,0,0
FBgn0038610,178,107,327,145
FBgn0038608,2,0,0,0
FBgn0038606,339,179,778,574
FBgn0038603,683,321,1123,736
FBgn0038602,0,0,4,6
FBgn0038601,22,14,70,40
FBgn0010877,325,175,821,624
FBgn0038598,18,13,44,40
FBgn0038596,2,10,10,12
FBgn0038595,10,10,41,30
FBgn0038593,82,32,210,177
FBgn0038590,33,21,63,67
FBgn0038588,70,34,160,119
FBgn0038586,32,26,90,49
FBgn0038584,20,20,79,68
FBgn0038583,50,11,66,59
FBgn0011481,559,313,1271,1015
FBgn0038579,2,0,2,5
FBgn0038577,23,14,76,55
FBgn0038569,90,38,226,166
FBgn0038612,0,0,0,4
FBgn0038619,16,6,40,42
FBgn0038626,0,0,0,2
FBgn0038627,18,4,43,41
FBgn0038630,4,0,8,2
FBgn0023083,635,281,1251,926
FBgn0038629,2,10,37,14
FBgn0004652,1063,603,1773,1776
FBgn0051122,237,143,534,453
FBgn0038621,28,25,44,56
FBgn0038617,124,97,344,257
FBgn0028670,500,310,1351,797
FBgn0038613,4,2,4,2
FBgn0044871,38,20,72,47
FBgn0051231,2,0,1,0
FBgn0051229,28,8,48,28
FBgn0038638,64,41,87,57
FBgn0051230,2,2,0,6
FBgn0038640,49,20,91,54
FBgn0038641,132,46,324,228
FBgn0051226,0,0,0,2
FBgn0038653,587,313,1367,1059
FBgn0038652,124,98,291,117
FBgn0038649,32,12,88,58
FBgn0024329,437,286,931,696
FBgn0038646,8,4,12,4
FBgn0038645,5,6,19,7
FBgn0038642,32,8,8,14
FBgn0038632,16,6,24,18
FBgn0051228,2,0,4,2
FBgn0038631,4,3,74,38
FBgn0038654,52,19,47,16
FBgn0038655,4,4,0,2
FBgn0003248,82,29,1099,888
FBgn0038659,1051,663,2608,2081
FBgn0022338,25,12,53,34
FBgn0038673,15,0,32,24
FBgn0038674,8,6,22,10
FBgn0027785,159,97,441,290
FBgn0015781,28,20,132,119
FBgn0038675,42,40,96,96
FBgn0038676,8,18,22,36
FBgn0004876,590,321,1757,1357
FBgn0027784,30,12,49,37
FBgn0038672,24,12,93,97
FBgn0038666,39,30,102,98
FBgn0038665,26,18,119,85
FBgn0038662,160,94,546,350
FBgn0038660,19,8,34,48
FBgn0038658,0,0,0,0
FBgn0038656,0,0,0,2
FBgn0016120,545,289,1542,1097
FBgn0038679,491,260,1229,915
FBgn0038680,65,41,90,66
FBgn0038681,228,138,488,472
FBgn0002962,0,0,0,0
FBgn0010768,82,49,210,113
FBgn0038685,0,0,0,2
FBgn0051475,53,32,166,77
FBgn0025680,452,214,540,554
FBgn0038692,28,20,59,50
FBgn0038695,0,0,50,64
FBgn0000463,88,47,135,107
FBgn0038694,0,0,0,0
FBgn0038693,3285,1906,5610,4624
FBgn0038691,0,0,0,0
FBgn0038690,0,0,0,0
FBgn0038686,66,56,162,174
FBgn0038678,30,14,65,36
FBgn0038700,6,2,8,9
FBgn0038701,8,2,4,15
FBgn0038702,2,6,10,10
FBgn0038704,130,85,239,212
FBgn0038705,0,0,16,16
FBgn0038709,2,2,8,3
FBgn0038708,6,4,9,14
FBgn0038706,38,21,152,69
FBgn0051244,8,0,12,10
FBgn0051245,4,0,2,6
FBgn0051404,2,2,5,0
FBgn0038697,0,0,2,4
FBgn0038715,2,2,4,0
FBgn0038716,19,17,32,55
FBgn0038718,0,0,6,8
FBgn0038719,2,0,0,4
FBgn0038722,29,41,113,88
FBgn0051220,2,2,10,2
FBgn0051219,0,2,8,8
FBgn0003011,54,23,244,177
FBgn0038727,2,2,2,2
FBgn0051216,30,31,95,91
FBgn0038732,66,29,33,56
FBgn0038733,136,94,209,171
FBgn0038734,0,5,2,14
FBgn0012004,0,0,0,0
FBgn0051215,0,0,0,0
FBgn0051471,1,0,0,0
FBgn0038731,7,8,7,3
FBgn0038730,4,2,3,1
FBgn0012003,0,0,0,2
FBgn0038725,250,152,412,395
FBgn0038723,48,42,129,81
FBgn0038721,309,192,699,276
FBgn0038720,107,80,209,130
FBgn0051459,0,0,0,0
FBgn0038735,226,144,452,394
FBgn0038737,24,6,51,33
FBgn0038739,28,12,58,41
FBgn0038742,117,82,365,342
FBgn0014006,313,179,687,513
FBgn0038744,219,98,463,340
FBgn0038747,298,162,647,396
FBgn0038751,0,0,4,0
FBgn0038756,4,2,18,19
FBgn0051213,82,51,218,150
FBgn0038760,91,50,113,97
FBgn0038766,10,8,11,16
FBgn0038768,41,22,112,87
FBgn0038772,10,0,32,22
FBgn0038771,120,75,362,266
FBgn0040571,67,32,235,231
FBgn0038769,34,4,45,49
FBgn0038767,15,14,43,38
FBgn0038765,2,11,25,12
FBgn0038763,106,72,235,169
FBgn0038761,8,4,13,18
FBgn0038755,164,113,410,287
FBgn0021776,14,20,50,32
FBgn0038753,6,4,28,34
FBgn0038752,26,12,45,33
FBgn0038750,0,0,5,2
FBgn0038749,0,0,0,0
FBgn0038746,16,11,88,34
FBgn0038745,551,341,1408,1635
FBgn0002940,52467,31190,156152,116394
FBgn0038741,6,10,26,26
FBgn0038740,208,143,402,320
FBgn0038738,167,131,465,319
FBgn0038773,0,0,0,0
FBgn0045471,0,0,0,0
FBgn0038774,62,28,185,96
FBgn0038775,12,12,54,23
FBgn0051206,0,0,0,0
FBgn0003249,1801,1176,3933,2881
FBgn0038788,67,48,135,100
FBgn0038789,0,0,2,2
FBgn0038790,0,0,0,0
FBgn0038796,6,6,25,47
FBgn0038798,0,2,3,4
FBgn0038799,103,80,135,102
FBgn0002869,0,2,0,0
FBgn0038797,0,0,0,0
FBgn0038795,74,54,449,307
FBgn0038787,247,115,452,335
FBgn0038784,0,0,0,0
FBgn0038783,2,0,8,4
FBgn0053192,2,8,15,14
FBgn0043457,53,20,85,74
FBgn0038803,504,249,1593,607
FBgn0038806,36,20,111,85
FBgn0038808,32,19,58,41
FBgn0038810,111,67,283,193
FBgn0023097,528,316,1145,824
FBgn0038815,224,71,362,283
FBgn0001169,338,238,705,599
FBgn0038816,550,308,1183,931
FBgn0038819,75,27,165,130
FBgn0051205,53,26,36,36
FBgn0004107,16,14,46,24
FBgn0051200,143,99,321,170
FBgn0051199,201,137,334,242
FBgn0038821,2,4,2,2
FBgn0024944,325,171,822,648
FBgn0038820,72,34,79,51
FBgn0038818,284,196,1140,513
FBgn0028422,10,8,28,16
FBgn0051201,8,4,46,12
FBgn0015279,379,212,887,654
FBgn0038814,39,18,38,60
FBgn0051506,0,4,2,2
FBgn0038811,38,16,44,32
FBgn0014029,81,57,200,192
FBgn0038809,481,334,1318,1041
FBgn0023212,234,153,619,446
FBgn0038805,59,32,205,164
FBgn0038804,30,14,39,22
FBgn0040575,4,1,23,13
FBgn0038826,2845,1544,7051,4871
FBgn0019936,1149,743,4621,3956
FBgn0051223,6,14,60,32
FBgn0053094,547,300,1808,1217
FBgn0038832,48,18,58,70
FBgn0038833,0,0,0,0
FBgn0038834,1285,970,4279,3973
FBgn0028396,211,430,511,468
FBgn0044812,145,415,192,102
FBgn0038838,0,0,2,0
FBgn0044809,0,0,0,0
FBgn0051480,0,0,0,0
FBgn0051334,0,0,2,0
FBgn0051333,0,0,0,0
FBgn0038840,68,36,106,59
FBgn0038842,146,70,216,179
FBgn0051191,111,53,378,239
FBgn0044810,18,22,22,4
FBgn0038839,310,198,744,454
FBgn0038837,170,133,397,287
FBgn0027493,347,284,1056,931
FBgn0038830,26,4,45,25
FBgn0038829,198,103,423,233
FBgn0038828,40,22,107,92
FBgn0038827,31,20,56,66
FBgn0046689,0,2,2,4
FBgn0051195,235,175,645,439
FBgn0013995,1540,877,3851,3011
FBgn0038846,4,5,4,6
FBgn0026056,243,151,366,287
FBgn0038847,0,0,8,0
FBgn0038851,6,0,11,6
FBgn0038855,41,13,115,79
FBgn0028468,28,30,13,8
FBgn0015790,444,271,1005,697
FBgn0010770,16,12,47,27
FBgn0038858,62,52,183,243
FBgn0038860,54,18,76,59
FBgn0038862,451,287,993,618
FBgn0038866,49,34,146,117
FBgn0038865,127,89,334,292
FBgn0038861,10,14,42,38
FBgn0038859,0,0,0,0
FBgn0038857,15,10,67,45
FBgn0038854,100,58,204,145
FBgn0038853,633,399,1368,981
FBgn0038852,2,8,12,21
FBgn0003257,31,21,78,36
FBgn0025865,212,130,370,264
FBgn0038850,10,6,20,36
FBgn0038849,16,10,28,20
FBgn0051207,30,24,86,50
FBgn0051189,14,2,15,6
FBgn0013812,829,439,610,1025
FBgn0046763,85,78,230,184
FBgn0038845,25,16,92,47
FBgn0038868,68,52,126,122
FBgn0038870,72,34,156,83
FBgn0038873,14,12,65,50
FBgn0038874,37,32,80,82
FBgn0038876,54,24,127,70
FBgn0038879,0,0,2,0
FBgn0001234,36340,18207,90773,82716
FBgn0002781,866,478,1993,1582
FBgn0004110,2,0,2,2
FBgn0004862,4,0,2,2
FBgn0038887,0,0,0,0
FBgn0011278,64,23,99,68
FBgn0008651,44,28,88,58
FBgn0038881,2062,1030,3480,2716
FBgn0038878,147,107,179,168
FBgn0038877,985,552,1863,1427
FBgn0043012,62,27,130,117
FBgn0000527,132,116,457,328
FBgn0038871,20,8,54,39
FBgn0038869,33,2,80,45
FBgn0038889,75,57,174,131
FBgn0004863,8,4,20,12
FBgn0038890,252,163,505,503
FBgn0038894,1,2,6,12
FBgn0051176,80,30,186,183
FBgn0011766,629,389,1570,1145
FBgn0038892,0,0,2,2
FBgn0002941,12,12,70,66
FBgn0038897,106,81,177,127
FBgn0051343,2,2,18,4
FBgn0051233,2,0,4,4
FBgn0051198,0,0,0,0
FBgn0038901,0,0,4,2
FBgn0038902,6,2,31,20
FBgn0041229,2,2,4,2
FBgn0051431,68,42,15,19
FBgn0064912,35,12,0,0
FBgn0038912,384,177,534,436
FBgn0053092,1,0,0,0
FBgn0051465,0,0,0,0
FBgn0038917,32,24,45,40
FBgn0038918,0,0,0,0
FBgn0038919,14,0,22,12
FBgn0038916,5,2,4,6
FBgn0038915,0,0,0,0
FBgn0038914,399,845,48,23
FBgn0051174,8,8,1,2
FBgn0038909,31,12,12,5
FBgn0015229,141,89,573,347
FBgn0045468,0,0,0,0
FBgn0045469,0,0,4,0
FBgn0045470,0,0,2,0
FBgn0013759,2136,1131,5217,4135
FBgn0003867,144,113,328,287
FBgn0038903,2,0,27,11
FBgn0027575,670,390,1417,1087
FBgn0038921,16,8,39,34
FBgn0038923,24,4,73,64
FBgn0019957,323,233,825,653
FBgn0038928,11,4,43,25
FBgn0038929,12,14,48,60
FBgn0040582,106,245,325,112
FBgn0038931,2,0,2,0
FBgn0038930,294,336,958,580
FBgn0038927,0,0,0,0
FBgn0038926,97,83,280,244
FBgn0038925,169,88,483,259
FBgn0038924,86,84,256,251
FBgn0019960,575,322,1280,897
FBgn0038922,546,295,1202,893
FBgn0051164,0,0,0,2
FBgn0051163,561,325,1194,1021
FBgn0038934,32,32,127,89
FBgn0038938,151,46,290,322
FBgn0038941,0,0,0,0
FBgn0038942,0,0,0,0
FBgn0038946,142,65,405,374
FBgn0038947,302,160,798,565
FBgn0260467,0,0,0,0
FBgn0038952,18,17,50,58
FBgn0038953,100,52,143,143
FBgn0038957,24,15,50,91
FBgn0051165,0,0,0,0
FBgn0051166,0,0,0,0
FBgn0038959,10,16,50,56
FBgn0038960,10,2,22,26
FBgn0038965,79,55,232,176
FBgn0038964,48,29,224,88
FBgn0038961,89,42,146,134
FBgn0051167,0,0,0,0
FBgn0051162,0,0,0,0
FBgn0038958,0,0,2,2
FBgn0038956,5,2,25,29
FBgn0038951,8,4,38,32
FBgn0038948,60,71,243,169
FBgn0038945,0,0,0,0
FBgn0038944,0,0,0,0
FBgn0038943,0,0,0,0
FBgn0051423,0,0,4,2
FBgn0051424,0,0,0,0
FBgn0038972,11,19,49,25
FBgn0038973,1,2,2,4
FBgn0038975,3146,1729,6990,5457
FBgn0038976,15,26,67,75
FBgn0038978,0,2,0,0
FBgn0038979,0,0,0,0
FBgn0053110,203,63,490,247
FBgn0028837,62,29,129,101
FBgn0038989,12,8,72,50
FBgn0051158,2073,1018,3162,2736
FBgn0038993,22,13,44,21
FBgn0051159,54,20,66,53
FBgn0051161,18,0,15,33
FBgn0020278,239,147,392,278
FBgn0051156,82,55,153,104
FBgn0014949,2,1,7,0
FBgn0053107,20,10,40,52
FBgn0024558,41,20,125,56
FBgn0038986,11,2,31,14
FBgn0038984,950,683,3498,2827
FBgn0038983,62,26,282,178
FBgn0053099,4,8,4,6
FBgn0038981,204,113,436,275
FBgn0003676,215,144,633,674
FBgn0038977,6,2,6,14
FBgn0038974,39,18,51,26
FBgn0028688,118,70,324,226
FBgn0038968,135,92,396,246
FBgn0038967,4,4,8,2
FBgn0038966,37,36,120,139
FBgn0039002,2,0,0,0
FBgn0039004,30,18,93,50
FBgn0039006,36,9,69,26
FBgn0039008,30,23,118,47
FBgn0039017,14,2,20,21
FBgn0039019,27,16,46,56
FBgn0039025,127,102,344,197
FBgn0039026,2612,1408,5154,4053
FBgn0039027,0,0,2,4
FBgn0039029,2,0,0,0
FBgn0039028,9,2,75,83
FBgn0040588,32,21,160,122
FBgn0039024,291,251,678,418
FBgn0039023,112,91,336,295
FBgn0039022,139,101,378,246
FBgn0051139,0,0,0,0
FBgn0039016,246,150,473,364
FBgn0039015,4,0,10,10
FBgn0039013,32,14,60,43
FBgn0024958,197,153,361,298
FBgn0051151,832,476,1775,1324
FBgn0039010,4,4,17,24
FBgn0039009,14,6,21,12
FBgn0039007,0,2,4,1
FBgn0039003,86,34,141,115
FBgn0046114,292,155,651,453
FBgn0017590,348,230,912,708
FBgn0039030,36,17,102,80
FBgn0051281,0,0,0,2
FBgn0039031,180,124,388,255
FBgn0039033,4,4,5,8
FBgn0039034,10,4,10,1
FBgn0039038,0,0,4,6
FBgn0039041,0,0,2,0
FBgn0039042,2,0,14,2
FBgn0041225,10,3,11,13
FBgn0027526,28,12,102,44
FBgn0039049,0,0,0,0
FBgn0039050,6,0,8,6
FBgn0039051,45,34,169,113
FBgn0039052,56,40,208,141
FBgn0039053,67,43,195,132
FBgn0039054,1905,995,4005,3151
FBgn0039048,391,218,671,526
FBgn0053193,77,38,153,125
FBgn0039045,0,0,0,0
FBgn0039044,14,8,52,28
FBgn0039043,116,87,224,193
FBgn0039040,20,8,35,37
FBgn0039039,4,0,2,2
FBgn0039056,237,163,542,372
FBgn0039066,142,68,312,249
FBgn0039068,22,8,43,22
FBgn0025781,35,27,90,70
FBgn0039069,21,2,25,44
FBgn0039071,2,0,6,0
FBgn0039070,6,0,6,4
FBgn0039067,36,28,96,79
FBgn0039065,51,16,73,55
FBgn0039064,1502,818,4037,2784
FBgn0011596,111,59,195,211
FBgn0039059,0,0,6,2
FBgn0039058,0,0,0,6
FBgn0004395,357,253,1215,843
FBgn0051457,22,18,37,36
FBgn0051365,55,40,87,101
FBgn0039055,243,95,521,431
FBgn0024509,99,81,261,189
FBgn0002622,1901,1348,7132,5808
FBgn0051225,0,0,2,0
FBgn0039079,0,0,2,2
FBgn0039080,0,0,0,2
FBgn0039088,2,0,2,0
FBgn0039087,0,0,0,0
FBgn0039086,0,0,0,0
FBgn0039085,0,0,0,0
FBgn0039084,80,61,223,120
FBgn0039083,2,0,4,0
FBgn0039081,199,89,444,268
FBgn0039078,31,19,55,40
FBgn0039077,0,0,0,2
FBgn0051515,0,0,0,0
FBgn0039075,397,199,806,602
FBgn0039073,62,83,104,63
FBgn0016119,250,167,869,633
FBgn0039089,170,96,507,320
FBgn0039098,16,8,4,2
FBgn0039099,34,39,61,65
FBgn0039101,6,4,57,34
FBgn0042106,7,0,27,20
FBgn0039102,283,378,585,370
FBgn0051148,0,0,0,0
FBgn0051413,0,0,2,2
FBgn0051414,93,73,188,186
FBgn0039106,0,0,6,0
FBgn0039107,0,0,4,0
FBgn0039109,115,101,439,270
FBgn0028684,112,71,304,242
FBgn0039111,16,3,33,34
FBgn0039112,212,122,531,331
FBgn0028475,129,69,337,261
FBgn0039110,57,43,236,196
FBgn0028691,120,101,348,261
FBgn0039108,2,2,2,0
FBgn0002922,8,0,6,0
FBgn0047351,0,0,0,0
FBgn0043005,76,28,104,80
FBgn0039104,0,0,0,2
FBgn0027512,239,186,589,503
FBgn0051145,926,585,2396,1991
FBgn0039094,63,59,79,108
FBgn0051143,0,0,0,0
FBgn0039093,0,0,4,6
FBgn0039092,0,2,8,4
FBgn0053337,0,0,0,0
FBgn0039091,0,0,4,0
FBgn0004187,260,72,367,343
FBgn0004186,364,179,559,534
FBgn0051141,1,0,0,0
FBgn0039125,18,18,47,29
FBgn0047114,3,0,12,8
FBgn0039128,0,0,6,2
FBgn0039130,40,28,135,71
FBgn0039132,143,63,296,269
FBgn0051140,1787,979,3990,3057
FBgn0051451,7075,3664,18482,13851
FBgn0039136,110,91,351,235
FBgn0015795,434,253,1202,950
FBgn0053108,14,12,35,18
FBgn0051184,7,6,27,17
FBgn0020647,908,606,1735,1588
FBgn0039137,183,88,309,260
FBgn0039135,80,46,276,225
FBgn0005674,353,264,848,646
FBgn0039131,30,13,88,14
FBgn0039129,0,2,0,2
FBgn0015282,143,96,365,383
FBgn0039126,35,22,71,64
FBgn0016754,904,451,1488,1138
FBgn0039124,0,2,5,6
FBgn0013347,72,26,209,130
FBgn0025574,322,139,741,544
FBgn0004185,4,5,19,8
FBgn0039139,12,10,36,24
FBgn0039141,144,87,311,243
FBgn0043455,31,18,88,48
FBgn0026576,534,394,756,512
FBgn0039145,2,0,2,1
FBgn0040283,209,116,544,477
FBgn0039147,2,0,3,9
FBgn0039149,22,21,60,50
FBgn0039152,267,131,77,48
FBgn0026317,258,155,531,414
FBgn0039154,4,4,19,26
FBgn0039155,66,18,145,86
FBgn0039156,90,56,325,285
FBgn0039158,14,4,35,22
FBgn0026598,16,18,59,45
FBgn0039161,38,18,102,54
FBgn0029503,36,24,138,260
FBgn0039165,80,55,173,130
FBgn0026257,9,4,44,17
FBgn0039170,14,0,12,12
FBgn0002863,0,0,0,0
FBgn0043884,5998,3405,10970,8589
FBgn0039172,71,32,158,130
FBgn0039169,194,90,383,257
FBgn0011725,302,134,633,534
FBgn0039167,135,60,237,219
FBgn0039163,46,16,159,82
FBgn0039160,44,26,141,92
FBgn0039159,13,8,33,10
FBgn0015765,28,15,75,38
FBgn0051133,20,23,34,45
FBgn0039153,28,16,56,48
FBgn0039151,768,438,626,351
FBgn0039150,136,98,281,178
