Geneid,CHD1male1,CHD1male2,OREmale1,OREmale2
FBgn0023179,2512,962,4256,3527
FBgn0039448,0,0,0,0
FBgn0039439,0,0,0,0
FBgn0039438,0,0,0,1
FBgn0039437,0,0,0,0
FBgn0039436,0,0,0,0
FBgn0039435,0,0,2,0
FBgn0039459,40,10,250,270
FBgn0001197,191,102,411,413
FBgn0002838,0,0,0,2
FBgn0039461,64,33,125,116
FBgn0004359,215,73,314,233
FBgn0039462,26,10,60,34
FBgn0039463,2,4,10,8
FBgn0039466,1666,548,2357,2058
FBgn0039467,13,8,19,24
FBgn0039469,2,0,0,0
FBgn0051077,2,2,9,0
FBgn0039471,4,0,6,0
FBgn0039470,2,0,10,2
FBgn0051076,6,2,4,4
FBgn0051075,815,168,540,456
FBgn0041224,4,0,16,2
FBgn0039465,875,338,1977,1817
FBgn0039464,623,278,1080,967
FBgn0051070,0,0,0,0
FBgn0051071,0,0,0,0
FBgn0004510,86,16,84,94
FBgn0003267,8,0,9,18
FBgn0026562,990,506,1663,1348
FBgn0027889,37,8,65,42
FBgn0004842,12,2,38,27
FBgn0029170,104,42,46,53
FBgn0039479,47,20,111,96
FBgn0039482,2,0,4,4
FBgn0039483,137,80,228,189
FBgn0039485,56,46,54,40
FBgn0027574,121,27,178,157
FBgn0039489,46,16,61,43
FBgn0039490,11,4,6,14
FBgn0029155,1559,610,2473,1990
FBgn0039494,147,40,364,270
FBgn0039495,87,32,229,193
FBgn0051065,2,0,14,11
FBgn0003482,0,0,0,0
FBgn0051068,153,74,189,162
FBgn0005696,30,12,26,16
FBgn0039498,12,2,33,44
FBgn0042111,237,87,407,327
FBgn0051064,909,306,1332,1276
FBgn0004197,33,8,39,37
FBgn0039492,1022,383,2474,2002
FBgn0039491,15,4,12,8
FBgn0039488,24,18,47,40
FBgn0039487,74,28,63,94
FBgn0039486,32,16,47,30
FBgn0039481,37,4,31,28
FBgn0039480,21,6,50,18
FBgn0003495,217,73,484,446
FBgn0039478,29,6,65,50
FBgn0039476,6,2,0,1
FBgn0039475,0,0,2,1
FBgn0039474,2,0,10,10
FBgn0039473,6,0,0,0
FBgn0039472,0,0,5,6
FBgn0011289,356,112,577,484
FBgn0039504,0,0,0,2
FBgn0039505,78,20,151,147
FBgn0046247,400,164,668,602
FBgn0039508,425,140,729,513
FBgn0015737,981,322,1432,1248
FBgn0016061,1464,538,2210,2029
FBgn0039511,0,0,2,2
FBgn0039510,350,150,466,436
FBgn0040609,67,38,50,41
FBgn0039509,99,42,135,158
FBgn0039507,668,238,854,711
FBgn0002441,615,249,1283,1076
FBgn0039503,0,0,2,0
FBgn0010328,766,306,1342,1175
FBgn0010441,105,47,217,156
FBgn0039501,42,22,51,44
FBgn0039500,26,12,38,49
FBgn0039518,4,2,0,4
FBgn0039519,0,4,0,2
FBgn0039520,4,0,0,0
FBgn0039523,23,14,44,32
FBgn0046887,0,0,1,0
FBgn0046886,0,0,2,2
FBgn0046885,2,4,2,8
FBgn0040080,432,175,733,642
FBgn0039528,1222,552,2024,1964
FBgn0039527,124,40,138,126
FBgn0027492,3410,1294,5159,5233
FBgn0039525,109,44,148,106
FBgn0004387,1088,379,1689,1444
FBgn0039522,2,0,0,2
FBgn0039521,0,0,0,0
FBgn0005659,471,212,1149,990
FBgn0067407,8,2,5,9
FBgn0039551,24,6,58,50
FBgn0039552,49,18,77,56
FBgn0039555,154,61,235,223
FBgn0003279,6888,2642,11911,10040
FBgn0027579,629,227,1596,1347
FBgn0039560,545,189,920,727
FBgn0039562,1279,370,2327,2050
FBgn0039564,102,50,443,367
FBgn0051054,1,0,2,0
FBgn0039566,143,70,254,215
FBgn0039568,2,0,0,0
FBgn0003890,407,172,921,733
FBgn0051131,0,0,0,0
FBgn0051253,0,0,0,0
FBgn0039565,0,0,0,0
FBgn0039563,44,18,112,77
FBgn0039561,770,365,1511,1434
FBgn0039559,346,136,574,494
FBgn0051053,41,26,90,87
FBgn0039558,37,12,64,68
FBgn0039557,28,18,38,46
FBgn0053213,8,4,27,26
FBgn0039554,236,85,322,277
FBgn0002865,0,0,0,0
FBgn0004171,2,0,0,0
FBgn0039576,0,0,0,0
FBgn0039577,0,0,0,0
FBgn0039581,807,301,1294,1193
FBgn0039584,334,144,580,491
FBgn0039585,0,0,0,0
FBgn0013813,122,56,49,46
FBgn0039588,90,30,111,91
FBgn0003137,1208,523,5063,4331
FBgn0051051,79,19,122,112
FBgn0039580,298,81,555,481
FBgn0001215,1410,585,2415,2049
FBgn0039589,54,31,114,120
FBgn0039591,2,2,2,0
FBgn0053346,0,0,2,0
FBgn0039593,34,6,292,263
FBgn0039594,1362,605,2986,2732
FBgn0027655,2120,738,3573,2889
FBgn0039599,0,0,0,0
FBgn0039598,0,0,1,0
FBgn0039597,0,0,0,0
FBgn0039596,2,0,0,0
FBgn0039595,6,4,56,31
FBgn0051050,0,0,0,0
FBgn0039590,1763,713,3660,2941
FBgn0026400,76,38,175,119
FBgn0000659,300,115,580,451
FBgn0039600,1219,489,1795,1652
FBgn0039602,246,87,357,266
FBgn0039609,395,124,1123,943
FBgn0039611,289,111,394,284
FBgn0039613,106,37,262,231
FBgn0027578,828,325,991,867
FBgn0039616,16,8,27,9
FBgn0039623,349,163,599,537
FBgn0041780,0,0,0,0
FBgn0039622,4,4,2,5
FBgn0039620,408,203,973,782
FBgn0039617,319,108,594,462
FBgn0053203,990,346,2693,2150
FBgn0039612,138,41,276,225
FBgn0015589,3161,1183,5807,4698
FBgn0024273,529,184,845,668
FBgn0039601,208,76,217,194
FBgn0005642,306,122,480,396
FBgn0027873,78,34,145,117
FBgn0003093,2210,806,3095,2894
FBgn0039627,25,10,35,39
FBgn0039628,522,227,1129,875
FBgn0039629,187,63,747,627
FBgn0039630,0,0,0,0
FBgn0039631,92,41,164,122
FBgn0039633,4395,1511,7613,6128
FBgn0039635,1240,469,2065,1670
FBgn0039636,215,96,295,304
FBgn0039637,511,181,826,684
FBgn0028671,2478,1102,4291,3610
FBgn0039640,134,53,234,200
FBgn0028692,825,376,1368,1201
FBgn0039644,502,191,762,674
FBgn0039645,41,19,127,96
FBgn0014427,523,177,676,601
FBgn0051044,117,34,79,125
FBgn0029176,4417,1644,7967,6721
FBgn0039654,131,53,239,153
FBgn0028476,1073,339,2024,1742
FBgn0003525,4,0,4,12
FBgn0051445,576,248,559,447
FBgn0051427,19,12,24,16
FBgn0039656,207,63,236,174
FBgn0039655,7,0,12,11
FBgn0062442,287,121,440,406
FBgn0039651,4,4,6,5
FBgn0039650,10,0,18,22
FBgn0039647,1640,603,2911,2653
FBgn0041186,67,24,105,106
FBgn0041588,162,73,250,138
FBgn0039642,13,2,13,18
FBgn0039641,18,2,38,27
FBgn0039639,16,4,7,12
FBgn0039638,28,12,50,41
FBgn0005596,231,89,360,319
FBgn0039634,661,229,964,819
FBgn0039626,90,31,119,171
FBgn0039625,0,0,0,0
FBgn0039664,57,2,53,56
FBgn0039666,2,0,0,0
FBgn0039667,96,48,99,99
FBgn0039668,747,257,1274,1009
FBgn0039665,59,24,93,50
FBgn0040623,0,0,0,0
FBgn0039663,97,35,278,187
FBgn0015622,1547,637,3795,3330
FBgn0039659,0,2,0,0
FBgn0039669,0,0,0,0
FBgn0000492,159,34,252,179
FBgn0039674,464,189,740,526
FBgn0039677,0,0,0,0
FBgn0039678,2,1,0,0
FBgn0039679,2,1,2,0
FBgn0039680,34,14,46,38
FBgn0013972,1406,514,1708,1245
FBgn0039683,28,8,44,52
FBgn0039684,4,4,0,0
FBgn0039686,16,7,18,18
FBgn0024841,174,67,192,215
FBgn0042213,16,2,36,59
FBgn0039688,2078,798,4003,3490
FBgn0039687,11,0,8,14
FBgn0039685,2154,711,703,625
FBgn0039682,3204,1414,2752,2248
FBgn0039681,186,70,214,233
FBgn0025457,109,33,132,69
FBgn0039673,33,14,54,72
FBgn0051041,0,2,0,0
FBgn0039671,0,0,0,0
FBgn0039670,4,0,0,0
FBgn0039689,98,62,123,88
FBgn0039690,121,63,225,200
FBgn0039691,94,38,144,115
FBgn0019972,170,41,289,219
FBgn0039698,142,33,157,119
FBgn0000247,1536,509,2150,1783
FBgn0039704,14,6,26,10
FBgn0039707,0,0,0,0
FBgn0039709,798,253,573,413
FBgn0051038,1660,774,3525,2960
FBgn0039719,6,0,8,18
FBgn0051036,118,48,338,276
FBgn0003357,2,0,4,0
FBgn0039723,129,27,139,111
FBgn0039727,724,206,920,801
FBgn0004622,185,65,199,194
FBgn0039726,85,30,110,112
FBgn0051040,183,58,294,203
FBgn0051202,29,4,22,17
FBgn0003358,0,2,2,0
FBgn0003356,0,0,0,0
FBgn0003861,19016,9130,41061,33045
FBgn0039722,222,89,187,240
FBgn0039718,13,3,40,42
FBgn0039712,168,56,250,226
FBgn0051032,10,0,10,14
FBgn0039710,136,52,211,184
FBgn0039705,149,68,258,180
FBgn0039703,363,175,113,128
FBgn0039702,57,24,55,80
FBgn0002924,23,8,30,26
FBgn0039697,780,310,1364,1091
FBgn0039696,197,76,275,260
FBgn0039694,75,7,124,66
FBgn0020235,1303,525,2489,1900
FBgn0027518,155,45,163,129
FBgn0027583,81,29,129,114
FBgn0039728,6,12,7,21
FBgn0039731,19,4,23,10
FBgn0039733,165,58,333,223
FBgn0039734,459,181,759,561
FBgn0016685,138,97,255,162
FBgn0026597,791,300,1230,1056
FBgn0003511,0,0,0,0
FBgn0003510,0,0,0,0
FBgn0003512,137,56,245,245
FBgn0039741,301,134,451,429
FBgn0039743,199,73,377,357
FBgn0039744,0,0,0,0
FBgn0260468,0,0,0,0
FBgn0039748,41,12,84,55
FBgn0039752,0,0,3,0
FBgn0039756,257,71,407,303
FBgn0039755,2,2,2,6
FBgn0039754,373,208,481,422
FBgn0039751,128,45,259,191
FBgn0051028,31,6,28,33
FBgn0051030,1053,470,1672,1410
FBgn0039749,28,2,50,49
FBgn0039747,39,18,61,44
FBgn0051029,12,6,4,0
FBgn0051025,4,2,3,8
FBgn0003479,18,2,53,32
FBgn0039742,42,10,78,55
FBgn0002626,1612,647,2977,2769
FBgn0001280,28,22,56,56
FBgn0001281,0,0,2,0
FBgn0041102,0,0,0,0
FBgn0039740,61,14,91,59
FBgn0039739,0,0,0,4
FBgn0039737,4424,1718,6857,5625
FBgn0039735,40,14,95,68
FBgn0039732,14,2,24,34
FBgn0039730,131,87,170,162
FBgn0000032,105,48,166,168
FBgn0000280,0,0,0,2
FBgn0000279,42,6,0,0
FBgn0039760,2,0,0,4
FBgn0039761,0,0,0,0
FBgn0010113,2192,826,5357,4855
FBgn0015221,2352,998,3625,3042
FBgn0039765,18,8,82,46
FBgn0039768,2,0,0,0
FBgn0039767,384,112,550,449
FBgn0039766,27,4,16,33
FBgn0039764,68,30,74,67
FBgn0027544,0,0,0,0
FBgn0015222,2720,1075,3909,3357
FBgn0051023,0,0,0,0
FBgn0051383,0,0,0,0
FBgn0039759,76,16,178,116
FBgn0039758,4,0,2,0
FBgn0039769,2,0,0,0
FBgn0039774,417,210,554,509
FBgn0039776,337,135,827,578
FBgn0260440,34,9,67,62
FBgn0039778,2,0,0,2
FBgn0039779,2,0,3,0
FBgn0039782,8,2,22,40
FBgn0039784,7,0,12,19
FBgn0082582,1599,736,3266,2887
FBgn0039787,8,2,13,16
FBgn0051019,140,38,157,140
FBgn0051021,0,0,0,0
FBgn0051017,0,0,4,0
FBgn0051015,0,0,0,2
FBgn0051013,0,0,2,3
FBgn0039792,0,0,0,0
FBgn0039790,488,259,896,751
FBgn0039789,186,90,471,297
FBgn0039788,4,2,6,4
FBgn0027654,941,421,2020,2024
FBgn0051524,1,0,4,2
FBgn0039783,0,0,4,6
FBgn0051014,8,0,24,20
FBgn0051371,18,4,40,37
FBgn0039780,11,0,16,14
FBgn0026190,14,6,64,54
FBgn0039777,0,0,0,0
FBgn0039773,160,71,259,171
FBgn0028646,1380,486,2599,2002
FBgn0039771,0,0,0,4
FBgn0039770,156,86,428,299
FBgn0039795,2,2,0,2
FBgn0039797,4,2,4,0
FBgn0039799,2,0,9,4
FBgn0039802,134,62,235,197
FBgn0027598,1823,627,2892,2350
FBgn0039804,67,24,155,133
FBgn0039805,42,12,30,38
FBgn0015032,34,12,77,86
FBgn0000416,5574,2338,10287,8478
FBgn0039809,59,26,325,273
FBgn0039808,595,231,1256,1060
FBgn0039807,91,35,112,104
FBgn0039806,10,0,14,6
FBgn0011739,1002,409,1968,1850
FBgn0039801,858,263,776,620
FBgn0039800,1029,443,1789,1406
FBgn0039798,0,0,0,2
FBgn0051010,0,0,0,0
FBgn0000274,0,0,0,0
FBgn0039796,2,2,0,0
FBgn0039812,4,0,2,0
FBgn0010015,65,44,143,118
FBgn0016123,364,117,428,349
FBgn0024288,10,10,10,8
FBgn0039820,15,4,8,4
FBgn0039821,106,20,89,61
FBgn0039818,42,8,8,0
FBgn0039816,306,121,511,419
FBgn0002413,1092,449,1762,1658
FBgn0010808,336,124,556,499
FBgn0004573,304,102,482,399
FBgn0051008,17,2,17,31
FBgn0062411,2,0,4,2
FBgn0039811,4,2,2,4
FBgn0039810,4,0,0,0
FBgn0013973,1089,396,1742,1630
FBgn0004389,0,0,6,7
FBgn0039827,239,112,544,514
FBgn0039828,56,18,116,84
FBgn0039831,1738,715,2926,2464
FBgn0039835,12,6,38,19
FBgn0039838,0,0,0,0
FBgn0040628,0,0,2,0
FBgn0040629,12,0,0,0
FBgn0039839,0,2,2,0
FBgn0039840,2,0,0,0
FBgn0039836,14,6,46,30
FBgn0051005,138,68,243,211
FBgn0039833,8,0,8,6
FBgn0039832,4,0,4,5
FBgn0039830,5224,2377,9988,8930
FBgn0046696,6637,5109,27219,23990
FBgn0039829,12,8,18,20
FBgn0061476,8,2,6,11
FBgn0051004,14,6,68,40
FBgn0046332,5,0,6,4
FBgn0039844,1041,399,1974,1755
FBgn0019990,432,172,748,622
FBgn0039850,0,0,0,0
FBgn0039851,4,0,0,4
FBgn0039852,2,2,2,2
FBgn0028968,595,270,1133,963
FBgn0003268,94,50,189,148
FBgn0039854,9,4,12,8
FBgn0039855,12,0,25,42
FBgn0039856,227,61,355,257
FBgn0039858,8060,2974,14090,12428
FBgn0039857,3330,1432,6121,5165
FBgn0043900,568,221,987,776
FBgn0039849,211,83,249,201
FBgn0039848,9,0,36,23
FBgn0039846,75,38,87,79
FBgn0051002,2,0,8,10
FBgn0051204,14,2,12,13
FBgn0039860,62,18,133,94
FBgn0039861,193,76,262,207
FBgn0039862,1359,525,2473,2079
FBgn0039863,1028,458,1662,1416
FBgn0003870,1381,610,2266,2127
FBgn0039868,28,8,33,46
FBgn0000557,5797,2669,8997,7775
FBgn0039869,52,10,92,105
FBgn0039870,44,23,45,45
FBgn0022349,406,190,651,561
FBgn0039875,354,154,494,414
FBgn0005632,5660,2208,9038,7404
FBgn0027620,448,159,662,669
FBgn0039879,28,10,15,24
FBgn0039881,27,4,26,20
FBgn0039882,375,104,535,365
FBgn0039877,176,66,266,189
FBgn0039876,85,31,135,131
FBgn0003065,8,0,1,0
FBgn0039873,1,0,0,2
FBgn0017448,4,0,1,2
FBgn0039872,8,0,14,9
FBgn0000150,1504,550,2530,2131
FBgn0039867,22,11,47,50
FBgn0039864,170,122,132,109
FBgn0039859,12,2,19,14
FBgn0039883,5122,1785,9218,7986
FBgn0039886,59,13,141,135
FBgn0039887,6,0,25,26
FBgn0002780,280,118,533,478
FBgn0002645,1322,511,3303,3010
FBgn0040206,569,226,879,980
FBgn0011224,3352,1320,5659,5104
FBgn0051616,0,0,0,0
FBgn0051615,0,0,0,0
FBgn0051754,1,0,0,1
FBgn0032956,642,252,915,883
FBgn0051619,1963,769,3484,3028
FBgn0032961,411,150,1089,1038
FBgn0003866,97,40,204,150
FBgn0051612,54,20,100,79
FBgn0032964,6,2,2,4
FBgn0000559,17530,7078,32999,28330
FBgn0032966,0,0,0,0
FBgn0032967,0,0,0,0
FBgn0032968,0,0,0,0
FBgn0051700,0,0,0,0
FBgn0051702,0,0,0,0
FBgn0032971,0,0,0,0
FBgn0032973,30,16,319,297
FBgn0025674,230,87,458,388
FBgn0032972,0,0,0,0
FBgn0040519,0,0,0,0
FBgn0051703,0,0,0,0
FBgn0051601,0,0,0,0
FBgn0032969,0,2,3,1
FBgn0032965,2,0,0,0
FBgn0032981,2,0,2,14
FBgn0042701,4,3,6,6
FBgn0032986,794,288,1221,1200
FBgn0032988,286,93,382,436
FBgn0039972,37,2,40,40
FBgn0032987,1176,679,2294,2358
FBgn0032979,529,202,846,721
FBgn0033047,0,0,2,0
FBgn0033050,231,83,378,302
FBgn0033055,231,114,385,345
FBgn0033058,40,6,52,45
FBgn0033060,48,38,65,68
FBgn0033063,68,25,125,115
FBgn0011958,6,0,3,3
FBgn0011957,4,6,4,3
FBgn0011932,0,0,0,0
FBgn0011931,0,0,0,2
FBgn0011887,0,0,0,0
FBgn0011880,0,0,0,0
FBgn0011956,0,0,0,0
FBgn0050316,0,0,0,0
FBgn0033065,596,255,2878,2450
FBgn0040502,5091,2050,4343,3959
FBgn0011934,0,0,0,0
FBgn0033069,0,0,2,2
FBgn0050431,260,64,119,90
FBgn0033074,63,14,117,97
FBgn0021847,587,240,897,716
FBgn0033072,11,6,12,14
FBgn0050432,0,0,0,0
FBgn0011935,0,0,0,0
FBgn0033067,346,123,190,188
FBgn0011955,0,0,1,0
FBgn0011890,0,0,1,6
FBgn0000546,1927,643,3740,3439
FBgn0011888,0,0,1,8
FBgn0011889,2,0,0,6
FBgn0011933,0,0,0,0
FBgn0011938,0,0,0,0
FBgn0011891,11,3,7,22
FBgn0033062,768,264,1231,1047
FBgn0033061,32,22,22,38
FBgn0033056,6,0,2,4
FBgn0033054,756,344,1424,1177
FBgn0033052,1058,401,1830,1545
FBgn0033051,3,10,14,11
FBgn0000043,225,73,274,318
FBgn0033048,9,8,29,17
FBgn0027507,224,79,346,327
FBgn0033031,266,107,476,412
FBgn0033032,128,48,168,162
FBgn0022288,85,20,134,97
FBgn0033042,6,0,3,4
FBgn0033043,2,0,2,0
FBgn0033041,0,2,10,4
FBgn0025693,185,96,220,136
FBgn0033038,194,64,369,289
FBgn0033033,758,311,1224,957
FBgn0033029,959,381,1619,1322
FBgn0050438,65,14,72,60
FBgn0039970,651,312,969,940
FBgn0033028,613,260,1014,924
FBgn0039969,151,67,172,179
FBgn0033027,0,0,0,0
FBgn0050440,118,31,146,122
FBgn0042085,516,193,1113,866
FBgn0029131,185,56,266,235
FBgn0050443,79,35,97,122
FBgn0013732,200,78,405,335
FBgn0033085,22,19,27,34
FBgn0033086,96,47,136,102
FBgn0033088,50,13,92,103
FBgn0033092,47,18,122,86
FBgn0033090,16,2,29,36
FBgn0033093,169,52,195,148
FBgn0014009,578,269,1015,852
FBgn0028579,534,231,956,800
FBgn0042083,168,48,230,174
FBgn0027066,728,305,1348,1286
FBgn0000473,2254,1059,7728,6301
FBgn0033101,404,182,920,877
FBgn0033100,44,14,98,88
FBgn0010482,543,246,803,749
FBgn0033097,0,0,2,2
FBgn0033096,0,2,0,0
FBgn0033095,0,0,0,0
FBgn0050446,72,20,190,154
FBgn0033089,11,6,15,16
FBgn0033087,358,109,492,505
FBgn0033081,52,16,66,64
FBgn0033079,174,68,243,260
FBgn0026761,397,222,561,459
FBgn0033076,38,12,35,22
FBgn0014028,903,457,1411,1055
FBgn0033108,1076,447,1851,1731
FBgn0033113,15,14,36,17
FBgn0028988,207,113,468,382
FBgn0033115,22,6,23,39
FBgn0050158,586,205,851,679
FBgn0033117,59,26,88,105
FBgn0053348,33,5,72,91
FBgn0053349,108,32,172,149
FBgn0033122,180,46,346,280
FBgn0029508,152,49,235,189
FBgn0042086,1,0,5,7
FBgn0050160,0,1,1,1
FBgn0033124,12,0,6,14
FBgn0029506,699,299,1230,1119
FBgn0029507,137,74,355,394
FBgn0022960,283,115,485,404
FBgn0050156,82,12,136,108
FBgn0033121,185,68,187,156
FBgn0050157,18,8,31,15
FBgn0011895,3,0,4,8
FBgn0011894,6,4,5,4
FBgn0011893,5,4,7,9
FBgn0011892,8,1,2,7
FBgn0066292,38,19,56,61
FBgn0066293,17,5,53,24
FBgn0033112,8,0,10,2
FBgn0033110,15,13,48,34
FBgn0040674,12,2,19,8
FBgn0022224,16,2,8,10
FBgn0034511,162,59,591,522
FBgn0050154,14,0,22,17
FBgn0034512,5143,1988,6413,5960
FBgn0034513,6,4,55,66
FBgn0034520,7,0,2,3
FBgn0034527,158,58,234,216
FBgn0034529,290,158,432,365
FBgn0034532,32,4,57,46
FBgn0034534,109,71,321,256
FBgn0034535,26,10,53,55
FBgn0034537,128,47,203,190
FBgn0034540,105,37,184,124
FBgn0050155,0,0,0,2
FBgn0034541,8,7,36,38
FBgn0034543,138,28,193,176
FBgn0034545,0,0,0,0
FBgn0034546,36,27,90,74
FBgn0041240,0,0,0,0
FBgn0000615,10,0,22,17
FBgn0034542,526,219,1002,883
FBgn0050211,0,0,0,0
FBgn0034539,2,0,8,4
FBgn0034538,47,23,54,42
FBgn0034530,70,26,125,98
FBgn0034528,67,14,72,58
FBgn0050147,348,156,753,622
FBgn0034523,2,0,8,2
FBgn0028622,141,52,255,218
FBgn0034521,177,75,405,337
FBgn0034517,0,0,0,0
FBgn0043536,0,0,0,0
FBgn0050145,4,0,2,4
FBgn0050148,10,2,16,12
FBgn0034515,0,0,2,5
FBgn0034514,2,0,6,7
FBgn0050151,52,21,108,107
FBgn0034491,568,212,926,719
FBgn0010411,1869,894,3479,2867
FBgn0034493,75,18,275,219
FBgn0026136,0,0,0,0
FBgn0034502,0,0,2,0
FBgn0034504,1336,421,2132,1764
FBgn0034505,16,2,14,14
FBgn0034506,12,2,27,16
FBgn0042198,0,0,6,5
FBgn0034509,251,88,314,251
FBgn0043534,51,30,64,85
FBgn0043535,29,10,48,31
FBgn0034510,4,4,4,2
FBgn0034507,0,2,4,0
FBgn0034503,50,15,64,46
FBgn0034501,2538,991,4282,3961
FBgn0034500,124,57,112,125
FBgn0034499,2,0,0,2
FBgn0034498,263,90,470,361
FBgn0034497,464,242,788,624
FBgn0034494,434,124,779,646
FBgn0003114,0,0,0,2
FBgn0005655,14,8,12,20
FBgn0034481,6,1,6,0
FBgn0011869,0,0,0,0
FBgn0034484,36,14,99,68
FBgn0011870,0,0,0,0
FBgn0034485,363,166,749,636
FBgn0034487,22,16,84,73
FBgn0025720,305,87,398,355
FBgn0034490,7,10,33,35
FBgn0034489,0,0,0,0
FBgn0034488,219,92,433,342
FBgn0034486,0,0,4,13
FBgn0034483,0,0,2,0
FBgn0034480,176,52,137,187
FBgn0050212,0,0,0,0
FBgn0034471,0,0,0,0
FBgn0043533,2,0,0,0
FBgn0034472,2,0,0,0
FBgn0050215,0,0,0,0
FBgn0050218,0,0,0,0
FBgn0011897,0,0,0,0
FBgn0034475,81,41,112,76
FBgn0034476,969,327,1461,1293
FBgn0043532,2,0,0,0
FBgn0050447,0,0,0,0
FBgn0034477,0,2,4,4
FBgn0034474,535,317,670,560
FBgn0034473,0,0,0,0
FBgn0050454,0,0,0,0
FBgn0011848,0,0,0,0
FBgn0011849,2,4,0,0
FBgn0011850,0,0,0,0
FBgn0050452,0,0,0,0
FBgn0002716,106,28,136,157
FBgn0026378,145,30,166,153
FBgn0034454,18,10,24,6
FBgn0034455,71,36,160,156
FBgn0034456,4,1,8,6
FBgn0034457,5,0,4,6
FBgn0034459,209,56,298,291
FBgn0034460,4,2,0,0
FBgn0034461,0,0,0,0
FBgn0034463,0,0,0,0
FBgn0034464,2,2,2,0
FBgn0028372,201,56,319,253
FBgn0040729,0,0,0,0
FBgn0034468,2,3,22,22
FBgn0034470,798,510,905,802
FBgn0046879,0,0,2,0
FBgn0046880,0,0,0,0
FBgn0034467,2,0,2,2
FBgn0040730,2,0,0,0
FBgn0015949,1022,377,1916,1728
FBgn0034462,0,0,4,0
FBgn0034458,6,2,7,23
FBgn0050223,0,0,0,0
FBgn0040732,678,197,243,202
FBgn0034452,55,34,80,91
FBgn0034451,81,37,145,142
FBgn0034422,36,10,57,33
FBgn0010434,3536,1334,4871,4057
FBgn0004003,6,2,25,18
FBgn0034423,1,0,3,0
FBgn0003254,14,4,20,14
FBgn0034428,0,0,0,0
FBgn0034429,0,0,0,0
FBgn0013954,478,188,857,710
FBgn0034432,894,379,1514,1334
FBgn0034435,60,23,133,171
FBgn0034436,168,85,381,280
FBgn0034437,2,0,6,12
FBgn0034439,67,41,227,157
FBgn0034440,20,9,16,14
FBgn0034441,2,0,0,0
FBgn0034442,57,29,98,56
FBgn0028981,0,0,0,0
FBgn0050225,0,0,0,0
FBgn0050326,0,0,13,3
FBgn0012051,507,215,819,693
FBgn0040273,489,261,929,766
FBgn0013325,1895,759,3675,3126
FBgn0034446,19,6,24,10
FBgn0034447,49,19,132,79
FBgn0020440,823,301,1103,1116
FBgn0034443,12,5,9,9
FBgn0034438,190,71,216,206
FBgn0034433,554,250,843,830
FBgn0034430,38,28,105,74
FBgn0034427,0,0,0,0
FBgn0034426,0,0,0,0
FBgn0034425,118,46,134,151
FBgn0053453,2,0,2,2
FBgn0053454,0,0,0,0
FBgn0034408,502,214,900,772
FBgn0034411,2,6,0,0
FBgn0004168,643,204,1165,910
FBgn0027535,251,73,337,330
FBgn0034419,339,132,602,474
FBgn0034418,912,398,1475,1264
FBgn0050125,101,47,321,262
FBgn0034413,0,0,0,0
FBgn0041702,41,22,52,36
FBgn0014269,121,64,243,193
FBgn0028669,14,13,48,42
FBgn0050227,0,0,0,0
FBgn0034377,23,4,44,30
FBgn0034379,76,25,106,104
FBgn0053147,1972,779,3129,2553
FBgn0034387,282,166,279,267
FBgn0050229,1,2,8,2
FBgn0034391,18,6,57,54
FBgn0010551,540,267,917,681
FBgn0034397,49,22,125,95
FBgn0034399,80,34,170,137
FBgn0034402,34,7,12,18
FBgn0004240,487,18,16,8
FBgn0034407,596,56,83,55
FBgn0034406,82,46,83,97
FBgn0010053,0,0,0,0
FBgn0034403,0,0,7,2
FBgn0034401,287,98,546,422
FBgn0034400,1845,683,2715,2298
FBgn0034398,1083,435,1779,1473
FBgn0034396,355,106,435,408
FBgn0034394,552,219,805,613
FBgn0010651,400,164,567,476
FBgn0034392,102,44,126,154
FBgn0034390,9,7,7,15
FBgn0034383,26,16,38,63
FBgn0034382,33,8,43,33
FBgn0050121,96,43,135,138
FBgn0034381,284,87,660,506
FBgn0034380,126,72,206,186
FBgn0023214,42,16,124,106
FBgn0053136,1,0,0,2
FBgn0034372,0,0,0,0
FBgn0034371,375,147,685,571
FBgn0011868,0,0,0,0
FBgn0050122,1390,508,2252,1980
FBgn0034368,421,159,522,483
FBgn0034329,437,104,1259,1230
FBgn0034330,40,27,61,69
FBgn0025583,636,348,1868,1845
FBgn0040736,797,295,2570,2827
FBgn0040735,438,136,378,385
FBgn0040734,84,58,117,144
FBgn0064237,214,128,270,223
FBgn0034335,117,34,314,228
FBgn0063498,65,35,65,68
FBgn0063497,294,113,784,717
FBgn0063496,14,16,21,16
FBgn0063495,26,8,52,46
FBgn0063494,140,75,283,256
FBgn0063493,98,26,123,117
FBgn0063492,41,20,46,24
FBgn0063491,314,150,486,426
FBgn0027835,3418,1292,5242,4473
FBgn0034345,580,246,907,803
FBgn0034346,338,97,469,429
FBgn0034350,0,0,0,0
FBgn0050120,0,0,0,0
FBgn0034351,72,28,109,87
FBgn0034354,21,9,20,20
FBgn0034356,209,67,85,70
FBgn0003067,0,0,0,0
FBgn0034360,9,8,22,26
FBgn0034362,18,14,44,53
FBgn0034363,0,2,6,8
FBgn0034365,82,20,131,118
FBgn0000566,267,109,338,292
FBgn0034366,62,40,114,111
FBgn0034364,0,0,3,0
FBgn0034361,58,14,104,67
FBgn0050115,798,243,1407,1118
FBgn0028496,2131,783,3714,3057
