Geneid,CHD1fem1,CHD1fem2,CHD1male1,CHD1male2,OREfem1,OREfem2,OREmale1,OREmale2
FBgn0033058,6,16,40,6,52,40,52,45
FBgn0033060,34,14,48,38,34,27,65,68
FBgn0033063,51,23,68,25,73,93,125,115
FBgn0011958,0,1,6,0,1,3,3,3
FBgn0011957,1,0,4,6,4,0,4,3
FBgn0011932,0,0,0,0,2,0,0,0
FBgn0011931,0,0,0,0,1,0,0,2
FBgn0011887,0,0,0,0,0,0,0,0
FBgn0011880,0,0,0,0,3,0,0,0
FBgn0011956,0,0,0,0,0,0,0,0
FBgn0050316,0,0,0,0,0,0,0,0
FBgn0033065,349,168,596,255,1696,604,2878,2450
FBgn0040502,4172,1894,5091,2050,3374,2419,4343,3959
FBgn0011934,0,0,0,0,0,0,0,0
FBgn0033069,0,0,0,0,2,0,2,2
FBgn0050431,150,71,260,64,118,72,119,90
FBgn0033074,28,14,63,14,66,48,117,97
FBgn0021847,183,130,587,240,476,475,897,716
FBgn0033072,5,2,11,6,6,10,12,14
FBgn0050432,4,0,0,0,0,0,0,0
FBgn0011935,0,0,0,0,0,0,0,0
FBgn0033067,193,111,346,123,132,93,190,188
FBgn0011955,0,0,0,0,0,0,1,0
FBgn0011890,0,0,0,0,0,4,1,6
FBgn0000546,1026,478,1927,643,2635,1948,3740,3439
FBgn0011888,0,0,0,0,1,0,1,8
FBgn0011889,0,0,2,0,1,2,0,6
FBgn0011933,0,0,0,0,0,0,0,0
FBgn0011938,0,0,0,0,0,0,0,0
FBgn0011891,6,6,11,3,17,2,7,22
FBgn0033062,359,221,768,264,921,768,1231,1047
FBgn0033061,14,4,32,22,20,16,22,38
FBgn0033056,2,2,6,0,12,4,2,4
FBgn0033054,342,220,756,344,1103,821,1424,1177
FBgn0033052,590,336,1058,401,1427,1092,1830,1545
FBgn0033051,13,4,3,10,15,19,14,11
FBgn0000043,87,56,225,73,242,146,274,318
FBgn0033048,2,0,9,8,6,26,29,17
FBgn0027507,104,64,224,79,217,216,346,327
FBgn0033031,116,72,266,107,277,222,476,412
FBgn0033032,51,28,128,48,149,138,168,162
FBgn0022288,41,22,85,20,140,90,134,97
FBgn0033042,0,0,6,0,4,2,3,4
FBgn0033043,0,0,2,0,2,2,2,0
FBgn0033041,2,4,0,2,9,2,10,4
FBgn0025693,106,74,185,96,179,164,220,136
FBgn0033038,80,62,194,64,182,152,369,289
FBgn0033033,359,192,758,311,1088,678,1224,957
FBgn0033029,497,312,959,381,1218,852,1619,1322
FBgn0050438,24,14,65,14,56,41,72,60
FBgn0039970,321,256,651,312,1052,964,969,940
FBgn0033028,247,144,613,260,723,587,1014,924
FBgn0039969,48,38,151,67,152,106,172,179
FBgn0033027,4,0,0,0,0,0,0,0
FBgn0050440,78,47,118,31,116,126,146,122
FBgn0042085,322,188,516,193,611,468,1113,866
FBgn0029131,81,52,185,56,174,157,266,235
FBgn0050443,41,27,79,35,62,79,97,122
FBgn0013732,86,44,200,78,233,175,405,335
FBgn0033085,4,8,22,19,11,22,27,34
FBgn0033086,27,21,96,47,80,78,136,102
FBgn0033088,28,26,50,13,113,65,92,103
FBgn0033092,26,17,47,18,46,45,122,86
FBgn0033090,5,2,16,2,16,16,29,36
FBgn0033093,63,38,169,52,102,81,195,148
FBgn0014009,205,201,578,269,730,555,1015,852
FBgn0028579,270,148,534,231,609,450,956,800
FBgn0042083,85,68,168,48,199,200,230,174
FBgn0027066,276,217,728,305,1011,688,1348,1286
FBgn0000473,997,498,2254,1059,5795,1506,7728,6301
FBgn0033101,221,162,404,182,528,272,920,877
FBgn0033100,30,18,44,14,98,58,98,88
FBgn0010482,445,225,543,246,776,475,803,749
FBgn0033097,0,0,0,0,0,0,2,2
FBgn0033096,0,0,0,2,0,2,0,0
FBgn0033095,0,0,0,0,0,0,0,0
FBgn0050446,52,19,72,20,139,81,190,154
FBgn0033089,2,4,11,6,10,10,15,16
FBgn0033087,202,129,358,109,381,204,492,505
FBgn0033081,28,8,52,16,68,48,66,64
FBgn0033079,113,145,174,68,536,200,243,260
FBgn0026761,166,119,397,222,435,306,561,459
FBgn0033076,24,2,38,12,17,24,35,22
FBgn0014028,568,301,903,457,970,708,1411,1055
FBgn0033108,498,332,1076,447,1162,850,1851,1731
FBgn0033113,6,4,15,14,22,16,36,17
FBgn0028988,112,113,207,113,215,127,468,382
FBgn0033115,11,4,22,6,22,21,23,39
FBgn0050158,246,122,586,205,480,408,851,679
FBgn0033117,24,16,59,26,56,59,88,105
FBgn0053348,21,2,33,5,44,36,72,91
FBgn0053349,26,17,108,32,101,139,172,149
FBgn0033122,106,66,180,46,173,181,346,280
FBgn0029508,73,52,152,49,176,119,235,189
FBgn0042086,0,1,1,0,0,3,5,7
FBgn0050160,0,3,0,1,0,0,1,1
FBgn0033124,4,2,12,0,4,4,6,14
FBgn0029506,389,196,699,299,918,640,1230,1119
FBgn0029507,144,57,137,74,312,301,355,394
FBgn0022960,124,72,283,115,303,288,485,404
FBgn0050156,33,22,82,12,107,77,136,108
FBgn0033121,84,50,185,68,135,100,187,156
FBgn0050157,14,18,18,8,18,26,31,15
FBgn0011895,2,3,3,0,2,9,4,8
FBgn0011894,2,0,6,4,3,6,5,4
FBgn0011893,4,1,5,4,4,0,7,9
FBgn0011892,0,0,8,1,8,3,2,7
FBgn0066292,12,6,38,19,44,60,56,61
FBgn0066293,10,8,17,5,25,30,53,24
FBgn0033112,0,0,8,0,8,2,10,2
FBgn0033110,7,13,15,13,55,58,48,34
FBgn0040674,0,4,12,2,5,3,19,8
FBgn0022224,2,2,16,2,16,10,8,10
FBgn0034511,86,160,162,59,170,52,591,522
FBgn0050154,12,6,14,0,11,6,22,17
FBgn0034512,1264,1972,5143,1988,3787,1292,6413,5960
FBgn0034513,2,0,6,4,39,10,55,66
FBgn0034520,0,0,7,0,6,2,2,3
FBgn0034527,63,38,158,58,186,128,234,216
FBgn0034529,154,95,290,158,362,308,432,365
FBgn0034532,8,6,32,4,32,26,57,46
FBgn0034534,57,48,109,71,296,262,321,256
FBgn0034535,12,6,26,10,50,28,53,55
FBgn0034537,61,32,128,47,110,113,203,190
FBgn0034540,60,28,105,37,148,98,184,124
FBgn0050155,0,0,0,0,0,0,0,2
FBgn0034541,4,2,8,7,31,16,36,38
FBgn0034543,64,44,138,28,206,113,193,176
FBgn0034545,0,0,0,0,0,0,0,0
FBgn0034546,14,16,36,27,41,25,90,74
FBgn0041240,0,0,0,0,0,0,0,0
FBgn0000615,0,6,10,0,22,20,22,17
FBgn0034542,282,156,526,219,636,521,1002,883
FBgn0050211,0,0,0,0,0,0,0,0
FBgn0034539,0,0,2,0,2,2,8,4
FBgn0034538,28,28,47,23,76,27,54,42
FBgn0034530,27,18,70,26,99,97,125,98
FBgn0034528,20,27,67,14,137,54,72,58
FBgn0050147,236,96,348,156,504,372,753,622
FBgn0034523,0,0,2,0,12,8,8,2
FBgn0028622,97,46,141,52,174,121,255,218
FBgn0034521,95,70,177,75,201,195,405,337
FBgn0034517,0,0,0,0,0,0,0,0
FBgn0043536,0,0,0,0,0,0,0,0
FBgn0050145,0,0,4,0,2,2,2,4
FBgn0050148,8,0,10,2,22,29,16,12
FBgn0034515,4,8,0,0,3,8,2,5
FBgn0034514,2,0,2,0,0,2,6,7
FBgn0050151,36,17,52,21,72,52,108,107
FBgn0034491,309,170,568,212,622,514,926,719
FBgn0010411,1208,789,1869,894,3762,3174,3479,2867
FBgn0034493,60,28,75,18,233,156,275,219
FBgn0026136,0,0,0,0,0,0,0,0
FBgn0034502,0,0,0,0,2,0,2,0
FBgn0034504,667,367,1336,421,1209,950,2132,1764
FBgn0034505,8,2,16,2,11,11,14,14
FBgn0034506,1,16,12,2,12,10,27,16
FBgn0042198,0,2,0,0,0,0,6,5
FBgn0034509,107,76,251,88,235,189,314,251
FBgn0043534,18,16,51,30,68,61,64,85
FBgn0043535,14,4,29,10,18,26,48,31
FBgn0034510,4,2,4,4,0,2,4,2
FBgn0034507,0,0,0,2,4,0,4,0
FBgn0034503,16,13,50,15,48,56,64,46
FBgn0034501,1494,1043,2538,991,2946,2131,4282,3961
FBgn0034500,91,37,124,57,131,90,112,125
FBgn0034499,0,0,2,0,4,0,0,2
FBgn0034498,150,96,263,90,268,253,470,361
FBgn0034497,447,190,464,242,756,386,788,624
FBgn0034494,144,98,434,124,387,324,779,646
FBgn0003114,0,0,0,0,0,0,0,2
FBgn0005655,0,2,14,8,11,12,12,20
FBgn0034481,0,0,6,1,0,0,6,0
FBgn0011869,0,0,0,0,0,0,0,0
FBgn0034484,26,16,36,14,73,45,99,68
FBgn0011870,0,0,0,0,0,0,0,0
FBgn0034485,185,110,363,166,494,367,749,636
FBgn0034487,12,8,22,16,56,70,84,73
FBgn0025720,144,97,305,87,289,219,398,355
FBgn0034490,11,7,7,10,21,39,33,35
FBgn0034489,0,0,0,0,0,2,0,0
FBgn0034488,128,83,219,92,333,264,433,342
FBgn0034486,1,0,0,0,11,9,4,13
FBgn0034483,0,0,0,0,0,2,2,0
FBgn0034480,24,20,176,52,340,154,137,187
FBgn0050212,0,0,0,0,0,0,0,0
FBgn0034471,1,0,0,0,0,0,0,0
FBgn0043533,0,2,2,0,0,0,0,0
FBgn0034472,0,0,2,0,0,0,0,0
FBgn0050215,0,0,0,0,0,0,0,0
FBgn0050218,0,0,0,0,0,0,0,0
FBgn0011897,0,0,0,0,0,0,0,0
FBgn0034475,22,12,81,41,116,69,112,76
FBgn0034476,450,198,969,327,824,660,1461,1293
FBgn0043532,0,0,2,0,0,0,0,0
FBgn0050447,0,0,0,0,0,0,0,0
FBgn0034477,0,0,0,2,4,0,4,4
FBgn0034474,216,124,535,317,521,348,670,560
FBgn0034473,0,0,0,0,0,0,0,0
FBgn0050454,0,0,0,0,0,0,0,0
FBgn0011848,0,0,0,0,0,0,0,0
FBgn0011849,0,0,2,4,0,2,0,0
FBgn0011850,0,0,0,0,0,0,0,0
FBgn0050452,0,0,0,0,0,0,0,0
FBgn0002716,48,22,106,28,106,109,136,157
FBgn0026378,55,44,145,30,122,78,166,153
FBgn0034454,16,8,18,10,6,10,24,6
FBgn0034455,32,22,71,36,95,92,160,156
FBgn0034456,0,0,4,1,0,2,8,6
FBgn0034457,0,0,5,0,6,6,4,6
FBgn0034459,63,54,209,56,203,139,298,291
FBgn0034460,2,0,4,2,0,0,0,0
FBgn0034461,0,0,0,0,0,0,0,0
FBgn0034463,0,0,0,0,0,0,0,0
FBgn0034464,0,0,2,2,0,0,2,0
FBgn0028372,70,38,201,56,145,118,319,253
FBgn0040729,0,0,0,0,0,0,0,0
FBgn0034468,6,8,2,3,24,8,22,22
FBgn0034470,995,737,798,510,1163,764,905,802
FBgn0046879,0,0,0,0,0,0,2,0
FBgn0046880,0,0,0,0,0,0,0,0
FBgn0034467,0,0,2,0,0,0,2,2
FBgn0040730,0,0,2,0,0,0,0,0
FBgn0015949,540,311,1022,377,1366,977,1916,1728
FBgn0034462,2,0,0,0,0,0,4,0
FBgn0034458,2,6,6,2,6,6,7,23
FBgn0050223,0,0,0,0,0,0,0,0
FBgn0040732,464,304,678,197,140,96,243,202
FBgn0034452,26,12,55,34,42,43,80,91
FBgn0034451,43,26,81,37,133,77,145,142
FBgn0034422,21,4,36,10,47,38,57,33
FBgn0010434,1946,1040,3536,1334,3352,2391,4871,4057
FBgn0004003,8,2,6,2,10,12,25,18
FBgn0034423,0,0,1,0,4,0,3,0
FBgn0003254,10,0,14,4,12,7,20,14
FBgn0034428,0,0,0,0,0,0,0,0
FBgn0034429,0,0,0,0,2,0,0,0
FBgn0013954,228,188,478,188,699,492,857,710
FBgn0034432,454,287,894,379,1797,1700,1514,1334
FBgn0034435,27,10,60,23,110,47,133,171
FBgn0034436,115,88,168,85,324,233,381,280
FBgn0034437,0,0,2,0,2,6,6,12
FBgn0034439,22,16,67,41,108,65,227,157
FBgn0034440,14,14,20,9,31,28,16,14
FBgn0034441,0,0,2,0,0,0,0,0
FBgn0034442,37,23,57,29,50,29,98,56
FBgn0028981,0,0,0,0,0,0,0,0
FBgn0050225,0,0,0,0,0,0,0,0
FBgn0050326,4,3,0,0,2,2,13,3
FBgn0012051,218,119,507,215,656,402,819,693
FBgn0040273,272,126,489,261,611,521,929,766
FBgn0013325,1533,1042,1895,759,4506,3970,3675,3126
FBgn0034446,4,6,19,6,12,17,24,10
FBgn0034447,26,22,49,19,69,58,132,79
FBgn0020440,397,210,823,301,870,612,1103,1116
FBgn0034443,3,5,12,5,18,12,9,9
FBgn0034438,94,70,190,71,141,96,216,206
FBgn0034433,204,152,554,250,567,401,843,830
FBgn0034430,20,8,38,28,74,37,105,74
FBgn0034427,0,0,0,0,0,0,0,0
FBgn0034426,0,0,0,0,0,0,0,0
FBgn0034425,43,29,118,46,85,46,134,151
FBgn0053453,0,0,2,0,0,0,2,2
FBgn0053454,0,0,0,0,0,0,0,0
FBgn0034408,281,145,502,214,570,502,900,772
FBgn0034411,4,0,2,6,2,4,0,0
FBgn0004168,269,115,643,204,692,495,1165,910
FBgn0027535,168,87,251,73,272,254,337,330
FBgn0034419,151,79,339,132,357,250,602,474
FBgn0034418,507,324,912,398,1028,790,1475,1264
FBgn0050125,45,41,101,47,181,137,321,262
FBgn0034413,0,0,0,0,4,0,0,0
FBgn0041702,21,12,41,22,45,28,52,36
FBgn0014269,68,49,121,64,173,128,243,193
FBgn0028669,8,4,14,13,38,26,48,42
FBgn0050227,0,0,0,0,0,0,0,0
FBgn0034377,4,12,23,4,29,19,44,30
FBgn0034379,44,21,76,25,98,73,106,104
FBgn0053147,772,414,1972,779,1905,1349,3129,2553
FBgn0034387,118,76,282,166,195,160,279,267
FBgn0050229,2,0,1,2,3,5,8,2
FBgn0034391,20,21,18,6,75,48,57,54
FBgn0010551,285,250,540,267,752,599,917,681
FBgn0034397,20,12,49,22,64,92,125,95
FBgn0034399,52,25,80,34,164,98,170,137
FBgn0034402,10,10,34,7,8,15,12,18
FBgn0004240,524,913,487,18,16,8,16,8
FBgn0034407,440,985,596,56,45,14,83,55
FBgn0034406,15,14,82,46,52,30,83,97
FBgn0010053,0,0,0,0,0,0,0,0
FBgn0034403,4,2,0,0,2,0,7,2
FBgn0034401,103,66,287,98,326,267,546,422
FBgn0034400,1030,638,1845,683,1723,1333,2715,2298
FBgn0034398,616,437,1083,435,1567,1200,1779,1473
FBgn0034396,155,92,355,106,323,256,435,408
FBgn0034394,286,368,552,219,782,315,805,613
FBgn0010651,234,177,400,164,481,163,567,476
FBgn0034392,54,40,102,44,85,72,126,154
FBgn0034390,9,0,9,7,14,10,7,15
FBgn0034383,5,2,26,16,39,26,38,63
FBgn0034382,7,5,33,8,32,18,43,33
FBgn0050121,40,27,96,43,107,58,135,138
FBgn0034381,141,71,284,87,374,274,660,506
FBgn0034380,60,47,126,72,118,115,206,186
FBgn0023214,36,14,42,16,91,50,124,106
FBgn0053136,0,0,1,0,0,2,0,2
FBgn0034372,0,0,0,0,0,0,0,0
FBgn0034371,198,119,375,147,404,351,685,571
FBgn0011868,0,0,0,0,0,0,0,0
FBgn0050122,771,410,1390,508,1675,1170,2252,1980
FBgn0034368,169,85,421,159,434,371,522,483
FBgn0034329,77,236,437,104,480,181,1259,1230
FBgn0034330,13,14,40,27,105,86,61,69
FBgn0025583,281,320,636,348,1073,402,1868,1845
FBgn0040736,335,440,797,295,1839,666,2570,2827
FBgn0040735,162,145,438,136,472,321,378,385
FBgn0040734,17,40,84,58,148,112,117,144
FBgn0064237,119,127,214,128,284,218,270,223
FBgn0034335,63,39,117,34,221,261,314,228
FBgn0063498,24,8,65,35,34,32,65,68
FBgn0063497,143,57,294,113,644,139,784,717
FBgn0063496,14,4,14,16,27,50,21,16
FBgn0063495,4,6,26,8,28,6,52,46
FBgn0063494,66,38,140,75,186,127,283,256
FBgn0063493,21,22,98,26,63,34,123,117
FBgn0063492,21,2,41,20,24,20,46,24
FBgn0063491,135,107,314,150,532,469,486,426
FBgn0027835,2178,1320,3418,1292,4706,3310,5242,4473
FBgn0034345,236,162,580,246,691,565,907,803
FBgn0034346,148,80,338,97,286,187,469,429
FBgn0034350,0,0,0,0,0,0,0,0
FBgn0050120,0,0,0,0,0,0,0,0
FBgn0034351,36,20,72,28,75,58,109,87
FBgn0034354,12,12,21,9,20,6,20,20
FBgn0034356,73,35,209,67,44,79,85,70
FBgn0003067,0,0,0,0,0,0,0,0
FBgn0034360,4,8,9,8,28,14,22,26
FBgn0034362,16,12,18,14,54,30,44,53
FBgn0034363,0,0,0,2,4,1,6,8
FBgn0034365,22,30,82,20,69,96,131,118
FBgn0000566,114,74,267,109,242,268,338,292
FBgn0034366,35,24,62,40,79,51,114,111
FBgn0034364,0,0,0,0,1,0,3,0
FBgn0034361,24,16,58,14,103,92,104,67
FBgn0050115,425,246,798,243,824,588,1407,1118
FBgn0028496,959,543,2131,783,2008,1549,3714,3057
FBgn0034352,5,0,10,2,12,6,16,10
FBgn0013983,44,32,76,29,93,67,142,146
FBgn0063499,0,0,0,0,0,0,0,2
FBgn0040733,177,164,560,290,947,838,845,826
FBgn0034331,465,600,887,509,572,222,1146,1165
FBgn0034328,13,105,183,19,41,29,234,229
FBgn0034300,385,230,731,270,736,541,1287,992
FBgn0028983,38,42,68,20,70,38,120,85
FBgn0040465,48,21,104,67,158,94,219,189
FBgn0003044,216,137,414,122,459,376,680,600
FBgn0000057,106,54,235,108,222,152,341,244
FBgn0034307,20,20,66,14,45,55,84,88
FBgn0034308,280,159,621,253,611,447,915,836
FBgn0034312,60,28,120,53,637,561,563,475
FBgn0034318,0,0,0,0,0,0,0,0
FBgn0050114,0,0,0,0,0,0,0,0
FBgn0000658,16,16,28,8,18,12,25,32
FBgn0034321,29,18,74,34,73,58,128,74
FBgn0034322,8,12,9,10,32,27,34,25
FBgn0034323,11,3,27,8,29,27,41,43
FBgn0034326,15,12,34,14,73,41,64,73
FBgn0040737,0,0,6,0,4,1,8,7
FBgn0034327,43,16,66,26,103,52,144,117
FBgn0034313,240,161,433,153,711,603,885,978
FBgn0027836,198,129,423,171,1159,1153,1331,1058
FBgn0034310,42,22,58,36,77,74,111,98
FBgn0022238,223,119,459,183,664,388,711,667
FBgn0034304,104,69,300,110,284,211,456,363
FBgn0062440,38,12,114,33,128,86,168,162
FBgn0001222,250,121,473,169,576,492,892,777
FBgn0003520,1202,611,2552,995,3131,2199,4777,4038
FBgn0034301,0,0,2,1,0,8,10,4
FBgn0034299,4,6,12,8,12,14,19,16
FBgn0041585,423,233,743,326,1094,876,1452,1326
FBgn0015522,231,138,276,108,517,452,606,559
FBgn0050323,12,8,40,12,53,44,96,94
FBgn0034281,4,4,10,4,10,13,17,26
FBgn0011589,278,151,556,208,793,527,1101,1080
FBgn0034284,4,2,4,2,10,4,12,6
FBgn0034288,0,0,0,0,0,0,0,0
FBgn0034296,0,0,0,0,0,0,0,0
FBgn0034295,2,0,0,0,0,0,0,0
FBgn0034294,0,2,0,0,0,0,0,4
FBgn0034293,4,2,16,14,6,0,20,18
FBgn0034292,0,0,0,0,0,0,0,0
FBgn0034291,0,0,0,0,1,4,0,1
FBgn0034290,137,64,180,68,328,191,189,182
FBgn0003140,0,0,4,0,0,0,0,12
FBgn0050110,10,5,30,4,34,23,61,43
FBgn0050325,11,10,27,17,37,27,71,71
FBgn0034282,222,115,504,337,726,405,895,909
FBgn0034242,0,0,0,0,0,0,0,0
FBgn0040294,112,76,227,80,225,143,344,301
FBgn0016701,145,77,307,129,348,306,441,462
FBgn0029079,10,4,19,10,18,19,33,28
FBgn0029006,661,358,1351,508,1337,1055,2075,1797
FBgn0034251,26,16,74,26,72,48,107,82
FBgn0050231,0,0,0,0,0,0,0,0
FBgn0034258,1163,769,1700,680,3081,2402,3268,2756
FBgn0050108,2,10,4,8,17,9,5,27
FBgn0050109,18,16,29,18,50,32,57,47
FBgn0034261,356,224,978,409,740,518,1143,986
FBgn0045800,24,21,39,22,67,60,35,48
FBgn0063381,0,0,0,0,0,0,1,0
FBgn0063385,0,1,0,0,2,2,6,3
FBgn0063377,0,0,0,0,0,0,2,0
FBgn0063384,0,0,0,0,0,0,0,0
FBgn0063383,0,0,0,0,0,0,0,0
FBgn0063376,0,0,0,0,0,0,0,0
FBgn0063382,0,0,0,0,0,0,0,0
FBgn0063388,0,0,0,0,1,0,0,0
FBgn0063375,0,0,0,0,0,0,0,0
FBgn0063374,0,0,0,0,2,2,0,0
FBgn0063380,0,0,0,3,0,0,0,0
FBgn0063379,0,0,0,0,0,0,1,0
FBgn0063378,0,0,0,0,0,0,0,0
FBgn0063387,0,0,0,0,0,0,1,2
FBgn0063373,0,0,2,0,5,2,0,0
FBgn0063386,2,1,0,2,0,0,0,0
FBgn0034263,0,0,0,0,0,0,0,0
FBgn0034264,13,0,14,4,15,18,18,10
FBgn0034266,1,0,0,0,2,3,0,2
FBgn0034267,7,0,10,4,18,12,13,7
FBgn0034271,153,91,287,142,329,293,518,377
FBgn0034272,0,0,0,0,0,6,8,0
FBgn0003545,0,0,0,0,8,2,2,2
FBgn0034270,26,17,49,23,30,40,84,60
FBgn0034269,121,74,239,160,583,376,611,555
FBgn0034265,34,8,67,33,54,57,92,96
FBgn0028494,11,6,57,18,109,76,110,83
FBgn0027872,28,23,62,19,80,46,73,88
FBgn0034262,2,3,17,6,14,15,6,21
FBgn0016059,465,306,1016,310,1116,819,1744,1416
FBgn0034259,76,72,176,52,245,186,255,217
FBgn0050106,28,14,58,28,63,61,92,80
FBgn0034253,56,33,80,39,79,38,97,71
FBgn0034255,1,0,2,2,2,8,2,6
FBgn0004400,0,2,6,6,40,15,27,20
FBgn0050333,0,0,0,0,0,0,0,0
FBgn0050105,0,2,6,0,6,12,6,5
FBgn0034249,10,8,30,17,30,18,50,38
FBgn0034248,6,8,15,0,28,22,29,17
FBgn0034247,16,10,15,16,28,14,23,20
FBgn0034246,319,204,615,229,600,429,726,667
FBgn0034245,39,40,102,72,253,208,215,188
FBgn0034243,124,86,237,72,354,281,403,341
FBgn0011879,0,0,0,0,0,0,0,2
FBgn0010620,116,84,172,124,479,262,549,395
FBgn0016697,66,46,157,54,173,150,245,219
FBgn0022029,157,100,258,132,397,270,529,400
FBgn0034215,95,54,147,50,462,374,456,372
FBgn0034217,12,4,29,10,34,25,44,26
FBgn0034218,67,47,156,100,153,80,256,201
FBgn0034221,0,0,2,0,6,2,0,4
FBgn0024196,18,12,42,32,100,44,105,83
FBgn0028953,496,342,1018,389,1353,982,1711,1581
FBgn0022987,314,215,748,317,827,660,1199,1058
FBgn0034225,0,0,0,0,0,0,0,0
FBgn0050104,47,24,91,47,75,54,143,121
FBgn0050103,0,0,2,0,2,0,2,0
FBgn0034229,583,398,1346,474,754,594,1025,854
FBgn0034230,211,115,415,194,438,367,767,683
FBgn0034232,6,2,17,8,32,19,22,14
FBgn0034237,1063,649,1717,565,2847,2287,3013,2460
FBgn0028382,16,8,28,8,62,46,67,54
FBgn0034240,759,454,1479,608,1723,1163,2439,2088
FBgn0010409,2373,1448,2636,1033,7853,5917,5182,4499
FBgn0034231,4,2,18,8,22,22,24,54
FBgn0034224,2,0,0,0,4,8,2,1
FBgn0034223,43,32,135,36,110,108,159,144
FBgn0028956,16,7,40,4,2,2,5,6
FBgn0034219,6,0,18,4,6,7,6,7
FBgn0027506,369,247,680,244,989,634,966,806
FBgn0025716,44,23,90,29,117,109,163,156
FBgn0034214,30,24,57,14,88,59,133,123
FBgn0050101,50,17,39,20,166,84,166,91
FBgn0034210,46,32,93,30,98,66,102,120
FBgn0050232,0,0,0,0,0,0,0,0
FBgn0034179,132,82,257,103,317,246,383,359
FBgn0023172,1187,643,1899,741,2546,1909,3384,2884
FBgn0034182,54,38,94,26,91,92,129,112
FBgn0034183,2,4,6,2,8,10,6,10
FBgn0034184,425,266,965,412,949,679,1606,1330
FBgn0026721,569,588,1032,425,1284,1133,1386,1057
FBgn0034187,11,16,38,10,95,64,100,95
FBgn0034191,14,8,31,8,31,35,33,31
FBgn0034194,79,58,176,53,203,105,247,200
FBgn0000078,257,448,1974,594,174,203,1232,967
FBgn0034197,3,2,16,2,2,2,11,12
FBgn0034198,121,77,195,77,264,221,344,284
FBgn0034199,59,42,81,57,205,122,158,118
FBgn0034200,825,756,1407,501,1441,1215,1791,1496
FBgn0050235,0,0,0,0,0,0,0,0
FBgn0034201,0,0,0,2,2,0,2,0
FBgn0034205,0,0,0,0,0,0,0,0
FBgn0046294,2,2,2,4,15,6,15,9
FBgn0034206,4,0,6,2,12,4,17,4
FBgn0034204,0,2,0,0,0,0,0,2
FBgn0050457,0,0,0,0,0,0,0,0
FBgn0050458,0,0,0,0,0,0,0,0
FBgn0034202,0,0,0,0,0,0,0,0
FBgn0050234,0,0,0,0,0,0,0,0
FBgn0034196,0,0,0,0,0,4,8,12
FBgn0023458,3073,1992,5368,2228,5498,4221,9982,7815
FBgn0029877,2,6,10,2,14,10,12,7
FBgn0029878,227,111,368,155,503,474,706,554
FBgn0029879,2,2,18,10,8,12,12,5
FBgn0029881,1295,541,2385,939,2424,1871,4210,3680
FBgn0029880,50,28,95,34,159,95,144,140
FBgn0028360,313,159,339,185,998,549,1136,870
FBgn0062413,115,73,223,101,282,174,386,326
FBgn0025815,26,12,40,20,56,45,82,53
FBgn0029895,801,337,1307,567,1582,1353,2307,1937
FBgn0029898,117,40,192,68,372,164,488,409
FBgn0029502,74,33,125,60,207,201,244,199
FBgn0029903,766,456,1521,557,1701,1229,2616,2408
FBgn0029906,40,20,99,24,70,86,189,145
FBgn0029907,2,0,4,0,0,0,10,10
FBgn0029909,4,7,14,10,6,20,25,20
FBgn0029905,138,66,206,99,255,230,409,309
FBgn0003390,84,46,187,70,284,258,334,233
FBgn0052740,0,0,0,0,0,0,0,0
FBgn0029897,1879,1288,2487,1040,4989,4728,4219,3630
FBgn0029896,603,404,1239,438,1370,864,2510,2010
FBgn0029894,172,123,352,139,513,442,696,608
FBgn0029893,697,416,1141,414,1534,1193,1812,1525
FBgn0029892,14,10,26,14,32,58,46,50
FBgn0029887,413,259,784,315,994,711,1183,1058
FBgn0029885,22,31,68,46,90,84,95,91
FBgn0029882,56,46,127,53,315,433,276,245
FBgn0029912,278,176,447,154,472,372,861,656
FBgn0029914,88,58,140,77,206,182,260,243
FBgn0029920,8,4,4,6,22,4,25,22
FBgn0052733,6,2,11,2,11,12,22,16
FBgn0029922,205,140,429,169,601,498,898,854
FBgn0029924,13,14,53,12,26,43,55,44
FBgn0027108,317,201,665,252,1033,741,1107,962
FBgn0052736,0,0,0,0,0,0,0,0
FBgn0029929,28,14,34,16,90,60,67,69
FBgn0029931,4,4,9,4,4,8,26,20
FBgn0004143,6,1,4,3,10,4,20,14
FBgn0029932,254,208,452,173,770,436,1115,947
FBgn0029937,109,56,142,56,176,110,223,185
FBgn0047092,0,0,4,2,6,8,0,4
FBgn0027342,112,51,164,60,214,161,306,251
FBgn0029936,89,47,145,58,131,89,191,144
FBgn0029935,161,57,292,127,369,272,625,537
FBgn0029930,64,40,106,38,122,85,237,180
FBgn0029928,10,14,34,12,18,18,38,50
FBgn0000330,98,64,189,72,195,160,280,260
FBgn0027106,21,2,14,0,36,18,25,40
FBgn0004646,352,200,581,273,909,619,1098,818
FBgn0029925,36,36,93,46,110,125,145,116
FBgn0052732,45,28,49,26,66,67,60,75
FBgn0029915,8,12,23,8,26,25,42,17
FBgn0029913,34,6,54,12,27,29,83,85
FBgn0029911,244,163,450,170,628,409,814,776
FBgn0029939,231,201,453,208,446,407,672,646
FBgn0029940,2,0,0,0,0,1,0,0
FBgn0029942,50,36,104,47,189,129,194,162
FBgn0029944,74,22,107,49,122,148,221,185
FBgn0029945,2,4,10,2,12,16,10,22
FBgn0026144,18,6,63,26,10,30,16,22
